Fecha,Nombre Embalse,Volumen Útil Diario Energía kWh,Volumen Máximo Util Gwh
2017-03-07,AGREGADO BOGOTA,1381907300,3763.5
2017-03-07,BETANIA,94130000,124.66
2017-03-07,EL QUIMBO,463710900,1113.81
2017-03-07,MUNA,42333600,57.6
2017-03-07,PRADO,35713700,57.2
2017-03-07,TOPOCORO,536065700,1003.3
2017-03-07,CHUZA,689276700,980.6
2017-03-07,ESMERALDA,434911700,1112.97
2017-03-07,GUAVIO,713169000,2091.46
2017-03-07,ALTOANCHICAYA,28842200,36.88
2017-03-07,CALIMA1,154773200,217.04
2017-03-07,SALVAJINA,95815300,171.82
2017-03-08,AMANI,205156400,246.13
2017-03-08,MIRAFLORES,183645400,313.1
2017-03-08,PENOL,3222708500,4078.46
2017-03-08,PLAYAS,66058300,96.35
2017-03-08,PORCE II,86618100,130.14
2017-03-08,PORCE III,74864600,117.29
2017-03-08,PUNCHINA,44760800,65.12
2017-03-08,RIOGRANDE2,285058300,560.59
2017-03-08,SAN LORENZO,277217100,422.91
2017-03-08,TRONERAS,44807300,71
2017-03-08,URRA1,107028700,158.45
2017-03-08,AGREGADO BOGOTA,1376612100,3763.5
2017-03-08,BETANIA,96190500,124.66
2017-03-08,EL QUIMBO,467452000,1113.81
2017-03-08,MUNA,46799400,57.6
2017-03-08,PRADO,36897200,57.2
2017-03-08,TOPOCORO,547818300,1003.3
2017-03-08,CHUZA,687262500,980.6
2017-03-08,ESMERALDA,424460800,1112.97
2017-03-08,GUAVIO,703615500,2091.46
2017-03-08,ALTOANCHICAYA,22097200,36.88
2017-03-08,CALIMA1,154488300,217.04
2017-03-08,SALVAJINA,94384900,171.82
2017-03-09,AMANI,208365100,246.13
2017-03-09,MIRAFLORES,181750500,313.1
2017-03-09,PENOL,3226552500,4078.46
2017-03-09,PLAYAS,86002700,96.35
2017-03-09,PORCE II,98665700,130.14
2017-03-09,PORCE III,61832300,117.29
2017-03-09,PUNCHINA,30305700,65.12
2017-03-09,RIOGRANDE2,281590400,560.59
2017-03-09,SAN LORENZO,284470000,422.91
2017-03-09,TRONERAS,47980400,71
2017-03-09,URRA1,106639100,158.45
2017-03-09,AGREGADO BOGOTA,1374607100,3763.5
2017-03-09,BETANIA,99014100,124.66
2017-03-09,EL QUIMBO,466705600,1113.81
2017-03-09,MUNA,49852500,57.6
2017-03-09,PRADO,36706700,57.2
2017-03-09,TOPOCORO,558998400,1003.3
2017-03-09,CHUZA,684359800,980.6
2017-03-09,ESMERALDA,415198800,1112.97
2017-03-09,GUAVIO,692247200,2091.46
2017-03-09,ALTOANCHICAYA,19372000,36.88
2017-03-09,CALIMA1,154773200,217.04
2017-03-09,SALVAJINA,92831400,171.82
2017-03-10,AMANI,212291200,246.13
2017-03-10,MIRAFLORES,179861900,313.1
2017-03-10,PENOL,3218860500,4078.46
2017-03-10,PLAYAS,84955800,96.35
2017-03-10,PORCE II,84944700,130.14
2017-03-10,PORCE III,80617000,117.29
2017-03-10,PUNCHINA,20385800,65.12
2017-03-10,RIOGRANDE2,285544600,560.59
2017-03-10,SAN LORENZO,295415200,422.91
2017-03-10,TRONERAS,45168400,71
2017-03-10,URRA1,107282900,158.45
2017-03-10,AGREGADO BOGOTA,1369116000,3763.5
2017-03-10,BETANIA,99750700,124.66
2017-03-10,EL QUIMBO,467700800,1113.81
2017-03-10,MUNA,51994200,57.6
2017-03-10,PRADO,36564800,57.2
2017-03-10,TOPOCORO,563869000,1003.3
2017-03-10,CHUZA,680349700,980.6
2017-03-10,ESMERALDA,403865700,1112.97
2017-03-10,GUAVIO,685290600,2091.46
2017-03-10,ALTOANCHICAYA,21764200,36.88
2017-03-10,CALIMA1,155249800,217.04
2017-03-10,SALVAJINA,92475800,171.82
2017-03-11,AMANI,209633000,246.13
2017-03-11,MIRAFLORES,179350600,313.1
2017-03-11,PENOL,3215244300,4078.46
2017-03-11,PLAYAS,80341100,96.35
2017-03-11,PORCE II,95894700,130.14
2017-03-11,PORCE III,82592500,117.29
2017-03-11,PUNCHINA,17564500,65.12
2017-03-11,RIOGRANDE2,281028900,560.59
2017-03-11,SAN LORENZO,300637200,422.91
2017-03-11,TRONERAS,37224400,71
2017-03-11,URRA1,107530500,158.45
2017-03-11,AGREGADO BOGOTA,1365270000,3763.5
2017-03-11,BETANIA,100306500,124.66
2017-03-11,EL QUIMBO,464208400,1113.81
2017-03-11,MUNA,52632200,57.6
2017-03-11,PRADO,36044700,57.2
2017-03-11,TOPOCORO,575987700,1003.3
2017-03-11,CHUZA,676353300,980.6
2017-03-11,ESMERALDA,398400600,1112.97
2017-03-11,GUAVIO,680050600,2091.46
2017-03-11,ALTOANCHICAYA,22479400,36.88
2017-03-11,CALIMA1,155918000,217.04
2017-03-11,SALVAJINA,91814000,171.82
2017-03-12,AMANI,208999100,246.13
2017-03-12,MIRAFLORES,179350600,313.1
2017-03-12,PENOL,3209370600,4078.46
2017-03-12,PLAYAS,87248500,96.35
2017-03-12,PORCE II,108910500,130.14
2017-03-12,PORCE III,85358200,117.29
2017-03-12,PUNCHINA,37753200,65.12
2017-03-12,RIOGRANDE2,287604800,560.59
2017-03-12,SAN LORENZO,299476800,422.91
2017-03-12,TRONERAS,29468900,71
2017-03-12,URRA1,108846300,158.45
2017-03-12,AGREGADO BOGOTA,1363078200,3763.5
2017-03-12,BETANIA,99936500,124.66
2017-03-12,EL QUIMBO,480299500,1113.81
2017-03-12,MUNA,54773900,57.6
2017-03-12,PRADO,37133600,57.2
2017-03-12,TOPOCORO,581753500,1003.3
2017-03-12,CHUZA,680131000,980.6
2017-03-12,ESMERALDA,394412000,1112.97
2017-03-12,GUAVIO,694135600,2091.46
2017-03-12,ALTOANCHICAYA,21838200,36.88
2017-03-12,CALIMA1,156969500,217.04
2017-03-12,SALVAJINA,96622100,171.82
2017-03-13,AMANI,211913000,246.13
2017-03-13,MIRAFLORES,179008700,313.1
2017-03-13,PENOL,3201947000,4078.46
2017-03-13,PLAYAS,87685200,96.35
2017-03-13,PORCE II,119353800,130.14
2017-03-13,PORCE III,82889500,117.29
2017-03-13,PUNCHINA,23525600,65.12
2017-03-13,RIOGRANDE2,282559200,560.59
2017-03-13,SAN LORENZO,305674700,422.91
2017-03-13,TRONERAS,40122700,71
2017-03-13,URRA1,109726100,158.45
2017-03-13,AGREGADO BOGOTA,1361091300,3763.5
2017-03-13,BETANIA,98921200,124.66
2017-03-13,EL QUIMBO,491532200,1113.81
2017-03-13,MUNA,57599200,57.6
2017-03-13,PRADO,36754000,57.2
2017-03-13,TOPOCORO,599996700,1003.3
2017-03-13,CHUZA,678572500,980.6
2017-03-13,ESMERALDA,391497200,1112.97
2017-03-13,GUAVIO,690364300,2091.46
2017-03-13,ALTOANCHICAYA,23256300,36.88
2017-03-13,CALIMA1,157927800,217.04
2017-03-13,SALVAJINA,96936600,171.82
2017-03-14,AMANI,215733400,246.13
2017-03-14,MIRAFLORES,178666800,313.1
2017-03-14,PENOL,3211855900,4078.46
2017-03-14,PLAYAS,83982900,96.35
2017-03-14,PORCE II,105890000,130.14
2017-03-14,PORCE III,86639000,117.29
2017-03-14,PUNCHINA,9343500,65.12
2017-03-14,RIOGRANDE2,291499700,560.59
2017-03-14,SAN LORENZO,311687900,422.91
2017-03-14,TRONERAS,42199800,71
2017-03-14,URRA1,109581600,158.45
2017-03-14,AGREGADO BOGOTA,1357263600,3763.5
2017-03-14,BETANIA,100399400,124.66
2017-03-14,EL QUIMBO,506736100,1113.81
2017-03-14,MUNA,57599200,57.6
2017-03-14,PRADO,36991700,57.2
2017-03-14,TOPOCORO,614268000,1003.3
2017-03-14,CHUZA,676353300,980.6
2017-03-14,ESMERALDA,381506500,1112.97
2017-03-14,GUAVIO,694890400,2091.46
2017-03-14,ALTOANCHICAYA,26265000,36.88
2017-03-14,CALIMA1,158508000,217.04
2017-03-14,SALVAJINA,96668600,171.82
2017-03-15,AMANI,219320300,246.13
2017-03-15,MIRAFLORES,178836200,313.1
2017-03-15,PENOL,3241485000,4078.46
2017-03-15,PLAYAS,78997800,96.35
2017-03-15,PORCE II,107856600,130.14
2017-03-15,PORCE III,80023000,117.29
2017-03-15,PUNCHINA,25724900,65.12
2017-03-15,RIOGRANDE2,289443500,560.59
2017-03-15,SAN LORENZO,315907800,422.91
2017-03-15,TRONERAS,43851800,71
2017-03-15,URRA1,109741600,158.45
2017-03-15,AGREGADO BOGOTA,1353244400,3763.5
2017-03-15,BETANIA,101238800,124.66
2017-03-15,EL QUIMBO,523704900,1113.81
2017-03-15,MUNA,57599200,57.6
2017-03-15,PRADO,36801200,57.2
2017-03-15,TOPOCORO,627321600,1003.3
2017-03-15,CHUZA,673026800,980.6
2017-03-15,ESMERALDA,377594600,1112.97
2017-03-15,GUAVIO,677252100,2091.46
2017-03-15,ALTOANCHICAYA,25907400,36.88
2017-03-15,CALIMA1,158989700,217.04
2017-03-15,SALVAJINA,95678500,171.82
2017-03-16,AMANI,216500900,246.13
2017-03-16,MIRAFLORES,179178100,313.1
2017-03-16,PENOL,3263068300,4078.46
2017-03-16,PLAYAS,68575200,96.35
2017-03-16,PORCE II,101737300,130.14
2017-03-16,PORCE III,79650000,117.29
2017-03-16,PUNCHINA,31397800,65.12
2017-03-16,RIOGRANDE2,289629300,560.59
2017-03-16,SAN LORENZO,321314400,422.91
2017-03-16,TRONERAS,40237700,71
2017-03-16,URRA1,110230500,158.45
2017-03-16,AGREGADO BOGOTA,1349425700,3763.5
2017-03-16,BETANIA,99659400,124.66
2017-03-16,EL QUIMBO,532454500,1113.81
2017-03-16,MUNA,56323300,57.6
2017-03-16,PRADO,36281100,57.2
2017-03-16,TOPOCORO,627539100,1003.3
2017-03-16,CHUZA,669267300,980.6
2017-03-16,ESMERALDA,369310600,1112.97
2017-03-16,GUAVIO,665393300,2091.46
2017-03-16,ALTOANCHICAYA,24785300,36.88
2017-03-16,CALIMA1,159373100,217.04
2017-03-16,SALVAJINA,95410500,171.82
2017-03-17,AMANI,214198600,246.13
2017-03-17,MIRAFLORES,178158700,313.1
2017-03-17,PENOL,3278529600,4078.46
2017-03-17,PLAYAS,57817300,96.35
2017-03-17,PORCE II,93423000,130.14
2017-03-17,PORCE III,80030100,117.29
2017-03-17,PUNCHINA,19688100,65.12
2017-03-17,RIOGRANDE2,281404600,560.59
2017-03-17,SAN LORENZO,324874900,422.91
2017-03-17,TRONERAS,31085800,71
2017-03-17,URRA1,110445900,158.45
2017-03-17,AGREGADO BOGOTA,1348587200,3763.5
2017-03-17,BETANIA,98279200,124.66
2017-03-17,EL QUIMBO,540199600,1113.81
2017-03-17,MUNA,49852500,57.6
2017-03-17,PRADO,35666400,57.2
2017-03-17,TOPOCORO,631250100,1003.3
2017-03-17,CHUZA,665517000,980.6
2017-03-17,ESMERALDA,363001700,1112.97
2017-03-17,GUAVIO,656948900,2091.46
2017-03-17,ALTOANCHICAYA,24994900,36.88
2017-03-17,CALIMA1,159756400,217.04
2017-03-17,SALVAJINA,96127000,171.82
2017-03-18,AMANI,212608200,246.13
2017-03-18,MIRAFLORES,175950600,313.1
2017-03-18,PENOL,3293132600,4078.46
2017-03-18,PLAYAS,51461600,96.35
2017-03-18,PORCE II,85501000,130.14
2017-03-18,PORCE III,74785000,117.29
2017-03-18,PUNCHINA,33399900,65.12
2017-03-18,RIOGRANDE2,279996900,560.59
2017-03-18,SAN LORENZO,323688100,422.91
2017-03-18,TRONERAS,35812000,71
2017-03-18,URRA1,110510400,158.45
2017-03-18,AGREGADO BOGOTA,1345114900,3763.5
2017-03-18,BETANIA,99843600,124.66
2017-03-18,EL QUIMBO,545006300,1113.81
2017-03-18,MUNA,42926000,57.6
2017-03-18,PRADO,35149000,57.2
2017-03-18,TOPOCORO,623614300,1003.3
2017-03-18,CHUZA,661338300,980.6
2017-03-18,ESMERALDA,352531600,1112.97
2017-03-18,GUAVIO,643130900,2091.46
2017-03-18,ALTOANCHICAYA,23157600,36.88
2017-03-18,CALIMA1,160144900,217.04
2017-03-18,SALVAJINA,97932100,171.82
2017-03-19,AMANI,214582300,246.13
2017-03-19,MIRAFLORES,173761700,313.1
2017-03-19,PENOL,3306604900,4078.46
2017-03-19,PLAYAS,55497300,96.35
2017-03-19,PORCE II,93791300,130.14
2017-03-19,PORCE III,62277800,117.29
2017-03-19,PUNCHINA,36721700,65.12
2017-03-19,RIOGRANDE2,279660800,560.59
2017-03-19,SAN LORENZO,328488200,422.91
2017-03-19,TRONERAS,29670200,71
2017-03-19,URRA1,110518200,158.45
2017-03-19,AGREGADO BOGOTA,1341920500,3763.5
2017-03-19,BETANIA,99289500,124.66
2017-03-19,EL QUIMBO,550878500,1113.81
2017-03-19,MUNA,39189300,57.6
2017-03-19,PRADO,36328400,57.2
2017-03-19,TOPOCORO,614916700,1003.3
2017-03-19,CHUZA,657168800,980.6
2017-03-19,ESMERALDA,342176500,1112.97
2017-03-19,GUAVIO,640787500,2091.46
2017-03-19,ALTOANCHICAYA,19852900,36.88
2017-03-19,CALIMA1,160533400,217.04
2017-03-19,SALVAJINA,100708200,171.82
2017-03-20,AMANI,214710200,246.13
2017-03-20,MIRAFLORES,171917900,313.1
2017-03-20,PENOL,3320805200,4078.46
2017-03-20,PLAYAS,47925100,96.35
2017-03-20,PORCE II,76424400,130.14
2017-03-20,PORCE III,79927500,117.29
2017-03-20,PUNCHINA,48871300,65.12
2017-03-20,RIOGRANDE2,278696000,560.59
2017-03-20,SAN LORENZO,328962900,422.91
2017-03-20,TRONERAS,26436400,71
2017-03-20,URRA1,110384000,158.45
2017-03-20,AGREGADO BOGOTA,1340535200,3763.5
2017-03-20,BETANIA,99198200,124.66
2017-03-20,EL QUIMBO,551413600,1113.81
2017-03-20,MUNA,32445100,57.6
2017-03-20,PRADO,36186500,57.2
2017-03-20,TOPOCORO,606690200,1003.3
2017-03-20,CHUZA,653008300,980.6
2017-03-20,ESMERALDA,333969200,1112.97
2017-03-20,GUAVIO,631100500,2091.46
2017-03-20,ALTOANCHICAYA,17214100,36.88
2017-03-20,CALIMA1,160916700,217.04
2017-03-20,SALVAJINA,102775800,171.82
2017-03-21,AMANI,213053000,246.13
2017-03-21,MIRAFLORES,170246700,313.1
2017-03-21,PENOL,3310497600,4078.46
2017-03-21,PLAYAS,61431900,96.35
2017-03-21,PORCE II,85056000,130.14
2017-03-21,PORCE III,64945400,117.29
2017-03-21,PUNCHINA,29577600,65.12
2017-03-21,RIOGRANDE2,279660800,560.59
2017-03-21,SAN LORENZO,336453100,422.91
2017-03-21,TRONERAS,31907100,71
2017-03-21,URRA1,110158300,158.45
2017-03-21,AGREGADO BOGOTA,1340667300,3763.5
2017-03-21,BETANIA,102363600,124.66
2017-03-21,EL QUIMBO,555469200,1113.81
2017-03-21,MUNA,29073000,57.6
2017-03-21,PRADO,36801200,57.2
2017-03-21,TOPOCORO,611883400,1003.3
2017-03-21,CHUZA,648200800,980.6
2017-03-21,ESMERALDA,320411800,1112.97
2017-03-21,GUAVIO,619745800,2091.46
2017-03-21,ALTOANCHICAYA,16461900,36.88
2017-03-21,CALIMA1,161206800,217.04
2017-03-21,SALVAJINA,101763900,171.82
2017-03-22,AMANI,212802800,246.13
2017-03-22,MIRAFLORES,168425200,313.1
2017-03-22,PENOL,3302256500,4078.46
2017-03-22,PLAYAS,55867700,96.35
2017-03-22,PORCE II,93546300,130.14
2017-03-22,PORCE III,69897000,117.29
2017-03-22,PUNCHINA,34795400,65.12
2017-03-22,RIOGRANDE2,280368600,560.59
2017-03-22,SAN LORENZO,346791700,422.91
2017-03-22,TRONERAS,25484100,71
2017-03-22,URRA1,109901600,158.45
2017-03-22,AGREGADO BOGOTA,1339172700,3763.5
2017-03-22,BETANIA,102269100,124.66
2017-03-22,EL QUIMBO,557651900,1113.81
2017-03-22,MUNA,32718500,57.6
2017-03-22,PRADO,36564800,57.2
2017-03-22,TOPOCORO,607987600,1003.3
2017-03-22,CHUZA,655414400,980.6
2017-03-22,ESMERALDA,307563900,1112.97
2017-03-22,GUAVIO,625582500,2091.46
2017-03-22,ALTOANCHICAYA,13921700,36.88
2017-03-22,CALIMA1,161792100,217.04
2017-03-22,SALVAJINA,100158400,171.82
2017-03-23,AMANI,214710200,246.13
2017-03-23,MIRAFLORES,167597600,313.1
2017-03-23,PENOL,3320353700,4078.46
2017-03-23,PLAYAS,79927800,96.35
2017-03-23,PORCE II,85612300,130.14
2017-03-23,PORCE III,69102400,117.29
2017-03-23,PUNCHINA,25952400,65.12
2017-03-23,RIOGRANDE2,275244000,560.59
2017-03-23,SAN LORENZO,365438100,422.91
2017-03-23,TRONERAS,40924800,71
2017-03-23,URRA1,111930700,158.45
2017-03-23,AGREGADO BOGOTA,1339113400,3763.5
2017-03-23,BETANIA,102176200,124.66
2017-03-23,EL QUIMBO,558745600,1113.81
2017-03-23,MUNA,38915900,57.6
2017-03-23,PRADO,36044700,57.2
2017-03-23,TOPOCORO,617957200,1003.3
2017-03-23,CHUZA,663316000,980.6
2017-03-23,ESMERALDA,322502000,1112.97
2017-03-23,GUAVIO,635751900,2091.46
2017-03-23,ALTOANCHICAYA,13872400,36.88
2017-03-23,CALIMA1,162180600,217.04
2017-03-23,SALVAJINA,98610400,171.82
2017-03-24,AMANI,214293500,246.13
2017-03-24,MIRAFLORES,165759800,313.1
2017-03-24,PENOL,3324644600,4078.46
2017-03-24,PLAYAS,81926300,96.35
2017-03-24,PORCE II,102511600,130.14
2017-03-24,PORCE III,73753500,117.29
2017-03-24,PUNCHINA,38734000,65.12
2017-03-24,RIOGRANDE2,273012100,560.59
2017-03-24,SAN LORENZO,370314100,422.91
2017-03-24,TRONERAS,36892700,71
2017-03-24,URRA1,113727700,158.45
2017-03-24,AGREGADO BOGOTA,1342635900,3763.5
2017-03-24,BETANIA,106773200,124.66
2017-03-24,EL QUIMBO,565298400,1113.81
2017-03-24,MUNA,49214500,57.6
2017-03-24,PRADO,37039000,57.2
2017-03-24,TOPOCORO,626009800,1003.3
2017-03-24,CHUZA,668164600,980.6
2017-03-24,ESMERALDA,308772000,1112.97
2017-03-24,GUAVIO,636648400,2091.46
2017-03-24,ALTOANCHICAYA,12133700,36.88
2017-03-24,CALIMA1,161595300,217.04
2017-03-24,SALVAJINA,99838400,171.82
2017-03-25,AMANI,211832300,246.13
2017-03-25,MIRAFLORES,164290100,313.1
2017-03-25,PENOL,3351735200,4078.46
2017-03-25,PLAYAS,77998300,96.35
2017-03-25,PORCE II,92209700,130.14
2017-03-25,PORCE III,83815800,117.29
2017-03-25,PUNCHINA,36277100,65.12
2017-03-25,RIOGRANDE2,270847100,560.59
2017-03-25,SAN LORENZO,360062000,422.91
2017-03-25,TRONERAS,33253600,71
2017-03-25,URRA1,112469900,158.45
2017-03-25,AGREGADO BOGOTA,1342626800,3763.5
2017-03-25,BETANIA,108246400,124.66
2017-03-25,EL QUIMBO,569396300,1113.81
2017-03-25,MUNA,55730900,57.6
2017-03-25,PRADO,36991700,57.2
2017-03-25,TOPOCORO,640665200,1003.3
2017-03-25,CHUZA,672142800,980.6
2017-03-25,ESMERALDA,298858000,1112.97
2017-03-25,GUAVIO,643493300,2091.46
2017-03-25,ALTOANCHICAYA,10234700,36.88
2017-03-25,CALIMA1,162273900,217.04
2017-03-25,SALVAJINA,100844900,171.82
2017-03-26,AMANI,211386400,246.13
2017-03-26,MIRAFLORES,162331600,313.1
2017-03-26,PENOL,3410399100,4078.46
2017-03-26,PLAYAS,88311200,96.35
2017-03-26,PORCE II,110896700,130.14
2017-03-26,PORCE III,69230600,117.29
2017-03-26,PUNCHINA,63333200,65.12
2017-03-26,RIOGRANDE2,277231600,560.59
2017-03-26,SAN LORENZO,385705400,422.91
2017-03-26,TRONERAS,47231700,71
2017-03-26,URRA1,112735700,158.45
2017-03-26,AGREGADO BOGOTA,1349434800,3763.5
2017-03-26,BETANIA,111342100,124.66
2017-03-26,EL QUIMBO,583943000,1113.81
2017-03-26,MUNA,57599200,57.6
2017-03-26,PRADO,36944400,57.2
2017-03-26,TOPOCORO,667145800,1003.3
2017-03-26,CHUZA,680131000,980.6
2017-03-26,ESMERALDA,282059800,1112.97
2017-03-26,GUAVIO,653842500,2091.46
2017-03-26,ALTOANCHICAYA,13095500,36.88
2017-03-26,CALIMA1,163444500,217.04
2017-03-26,SALVAJINA,101807600,171.82
2017-03-27,AMANI,210698100,246.13
2017-03-27,MIRAFLORES,160066300,313.1
2017-03-27,PENOL,3444804900,4078.46
2017-03-27,PLAYAS,85382800,96.35
2017-03-27,PORCE II,100581100,130.14
2017-03-27,PORCE III,77414600,117.29
2017-03-27,PUNCHINA,58146400,65.12
2017-03-27,RIOGRANDE2,277121000,560.59
2017-03-27,SAN LORENZO,379143000,422.91
2017-03-27,TRONERAS,45765200,71
2017-03-27,URRA1,112285500,158.45
2017-03-27,AGREGADO BOGOTA,1360731400,3763.5
2017-03-27,BETANIA,112151700,124.66
2017-03-27,EL QUIMBO,591763200,1113.81
2017-03-27,MUNA,57599200,57.6
2017-03-27,PRADO,38806100,57.2
2017-03-27,TOPOCORO,687882300,1003.3
2017-03-27,CHUZA,696677100,980.6
2017-03-27,ESMERALDA,278128700,1112.97
2017-03-27,GUAVIO,691116400,2091.46
2017-03-27,ALTOANCHICAYA,13206500,36.88
2017-03-27,CALIMA1,164123100,217.04
2017-03-27,SALVAJINA,101763900,171.82
2017-03-28,AMANI,206243700,246.13
2017-03-28,MIRAFLORES,158133300,313.1
2017-03-28,PENOL,3468132300,4078.46
2017-03-28,PLAYAS,85094400,96.35
2017-03-28,PORCE II,90447600,130.14
2017-03-28,PORCE III,79689800,117.29
2017-03-28,PUNCHINA,56372000,65.12
2017-03-28,RIOGRANDE2,280238100,560.59
2017-03-28,SAN LORENZO,370551300,422.91
2017-03-28,TRONERAS,43250700,71
2017-03-28,URRA1,111666300,158.45
2017-03-28,AGREGADO BOGOTA,1372957500,3763.5
2017-03-28,BETANIA,113376100,124.66
2017-03-28,EL QUIMBO,593997500,1113.81
2017-03-28,MUNA,57599200,57.6
2017-03-28,PRADO,38661600,57.2
2017-03-28,TOPOCORO,712184900,1003.3
2017-03-28,CHUZA,701858300,980.6
2017-03-28,ESMERALDA,291858700,1112.97
2017-03-28,GUAVIO,705141400,2091.46
2017-03-28,ALTOANCHICAYA,9877100,36.88
2017-03-28,CALIMA1,164516800,217.04
2017-03-28,SALVAJINA,104723200,171.82
2017-03-29,AMANI,206557600,246.13
2017-03-29,MIRAFLORES,155896800,313.1
2017-03-29,PENOL,3499051200,4078.46
2017-03-29,PLAYAS,78725100,96.35
2017-03-29,PORCE II,85056000,130.14
2017-03-29,PORCE III,75620300,117.29
2017-03-29,PUNCHINA,57373000,65.12
2017-03-29,RIOGRANDE2,288819300,560.59
2017-03-29,SAN LORENZO,371605500,422.91
2017-03-29,TRONERAS,44921700,71
2017-03-29,URRA1,110638100,158.45
2017-03-29,AGREGADO BOGOTA,1382495100,3763.5
2017-03-29,BETANIA,117120400,124.66
2017-03-29,EL QUIMBO,606281700,1113.81
2017-03-29,MUNA,57599200,57.6
2017-03-29,PRADO,41667500,57.2
2017-03-29,TOPOCORO,738774100,1003.3
2017-03-29,CHUZA,703211700,980.6
2017-03-29,ESMERALDA,277227400,1112.97
2017-03-29,GUAVIO,700005000,2091.46
2017-03-29,ALTOANCHICAYA,12898200,36.88
2017-03-29,CALIMA1,165003700,217.04
2017-03-29,SALVAJINA,108098100,171.82
2017-03-30,AMANI,214486200,246.13
2017-03-30,MIRAFLORES,154146000,313.1
2017-03-30,PENOL,3536704100,4078.46
2017-03-30,PLAYAS,77074800,96.35
2017-03-30,PORCE II,97652300,130.14
2017-03-30,PORCE III,65756900,117.29
2017-03-30,PUNCHINA,58480100,65.12
2017-03-30,RIOGRANDE2,291814000,560.59
2017-03-30,SAN LORENZO,364911300,422.91
2017-03-30,TRONERAS,38991800,71
2017-03-30,URRA1,105569200,158.45
2017-03-30,AGREGADO BOGOTA,1385949200,3763.5
2017-03-30,BETANIA,116488300,124.66
2017-03-30,EL QUIMBO,617650600,1113.81
2017-03-30,MUNA,57599200,57.6
2017-03-30,PRADO,42895600,57.2
2017-03-30,TOPOCORO,772803500,1003.3
2017-03-30,CHUZA,704792900,980.6
2017-03-30,ESMERALDA,270439100,1112.97
2017-03-30,GUAVIO,695081100,2091.46
2017-03-30,ALTOANCHICAYA,18286900,36.88
2017-03-30,CALIMA1,165692700,217.04
2017-03-30,SALVAJINA,108806500,171.82
2017-03-31,AMANI,223229800,246.13
2017-03-31,MIRAFLORES,152251300,313.1
2017-03-31,PENOL,3598285900,4078.46
2017-03-31,PLAYAS,78783600,96.35
2017-03-31,PORCE II,94652800,130.14
2017-03-31,PORCE III,77657700,117.29
2017-03-31,PUNCHINA,60846000,65.12
2017-03-31,RIOGRANDE2,298641000,560.59
2017-03-31,SAN LORENZO,359561300,422.91
2017-03-31,TRONERAS,37439000,71
2017-03-31,URRA1,104680500,158.45
2017-03-31,AGREGADO BOGOTA,1387553300,3763.5
2017-03-31,BETANIA,119987200,124.66
2017-03-31,EL QUIMBO,644645800,1113.81
2017-03-31,MUNA,57599200,57.6
2017-03-31,PRADO,43734600,57.2
2017-03-31,TOPOCORO,799305800,1003.3
2017-03-31,CHUZA,712266300,980.6
2017-03-31,ESMERALDA,250246800,1112.97
2017-03-31,GUAVIO,715474300,2091.46
2017-03-31,ALTOANCHICAYA,19409000,36.88
2017-03-31,CALIMA1,166573300,217.04
2017-03-31,SALVAJINA,110803100,171.82
2017-04-01,AMANI,225938700,246.13
2017-04-01,MIRAFLORES,150363100,313.1
2017-04-01,PENOL,3650532700,4078.46
2017-04-01,PLAYAS,70943200,96.35
2017-04-01,PORCE II,98285300,130.14
2017-04-01,PORCE III,81119900,117.29
2017-04-01,PUNCHINA,58571100,65.12
2017-04-01,RIOGRANDE2,314242700,560.59
2017-04-01,SAN LORENZO,370050600,422.91
2017-04-01,TRONERAS,48720600,71
2017-04-01,URRA1,102974900,158.45
2017-04-01,AGREGADO BOGOTA,1389813500,3763.5
2017-04-01,BETANIA,123656900,124.66
2017-04-01,EL QUIMBO,657192900,1113.81
2017-04-01,MUNA,57599200,57.6
2017-04-01,PRADO,44130400,57.2
2017-04-01,TOPOCORO,813124100,1003.3
2017-04-01,CHUZA,717265200,980.6
2017-04-01,ESMERALDA,231416000,1112.97
2017-04-01,GUAVIO,739725900,2091.46
2017-04-01,ALTOANCHICAYA,17127800,36.88
2017-04-01,CALIMA1,167065400,217.04
2017-04-01,SALVAJINA,111612600,171.82
2017-04-02,AMANI,228719200,246.13
2017-04-02,MIRAFLORES,148024400,313.1
2017-04-02,PENOL,3690380200,4078.46
2017-04-02,PLAYAS,55336500,96.35
2017-04-02,PORCE II,144492400,130.14
2017-04-02,PORCE III,84135800,117.29
2017-04-02,PUNCHINA,55644100,65.12
2017-04-02,RIOGRANDE2,321630700,560.59
2017-04-02,SAN LORENZO,373397600,422.91
2017-04-02,TRONERAS,41959900,71
2017-04-02,URRA1,100774800,158.45
2017-04-02,AGREGADO BOGOTA,1391677300,3763.5
2017-04-02,BETANIA,120844900,124.66
2017-04-02,EL QUIMBO,668622700,1113.81
2017-04-02,MUNA,57599200,57.6
2017-04-02,PRADO,43734600,57.2
2017-04-02,TOPOCORO,822292800,1003.3
2017-04-02,CHUZA,718632200,980.6
2017-04-02,ESMERALDA,226948000,1112.97
2017-04-02,GUAVIO,758857400,2091.46
2017-04-02,ALTOANCHICAYA,14895800,36.88
2017-04-02,CALIMA1,167655900,217.04
2017-04-02,SALVAJINA,113051200,171.82
2017-04-03,AMANI,227100500,246.13
2017-04-03,MIRAFLORES,145545000,313.1
2017-04-03,PENOL,3711809700,4078.46
2017-04-03,PLAYAS,56641900,96.35
