Fecha,Nombre Embalse,Volumen Útil Diario Energía kWh,Volumen Máximo Util Gwh
2017-07-16,AGREGADO BOGOTA,1615216000,3763.5
2017-07-16,BETANIA,77811700,124.66
2017-07-16,EL QUIMBO,635485200,1113.81
2017-07-16,MUNA,39736200,57.6
2017-07-16,PRADO,57308100,57.2
2017-07-16,TOPOCORO,960682500,1003.3
2017-07-16,CHUZA,821034900,980.6
2017-07-16,ESMERALDA,909950600,1112.97
2017-07-16,GUAVIO,2048025900,2091.46
2017-07-16,ALTOANCHICAYA,22504100,36.88
2017-07-16,CALIMA1,214700600,217.04
2017-07-16,SALVAJINA,176407500,171.82
2017-07-17,AMANI,223295800,246.13
2017-07-17,MIRAFLORES,213557000,313.1
2017-07-17,PENOL,4219549600,4078.46
2017-07-17,PLAYAS,112214200,96.35
2017-07-17,PORCE II,82276000,130.14
2017-07-17,PORCE III,63282800,117.29
2017-07-17,PUNCHINA,75147500,65.12
2017-07-17,RIOGRANDE2,426469100,560.59
2017-07-17,SAN LORENZO,388630800,422.91
2017-07-17,TRONERAS,44800300,71
2017-07-17,URRA1,131622900,158.45
2017-07-17,AGREGADO BOGOTA,1615325400,3763.5
2017-07-17,BETANIA,74596600,124.66
2017-07-17,EL QUIMBO,627742300,1113.81
2017-07-17,MUNA,41194400,57.6
2017-07-17,PRADO,57308100,57.2
2017-07-17,TOPOCORO,961914700,1003.3
2017-07-17,CHUZA,823700700,980.6
2017-07-17,ESMERALDA,907132100,1112.97
2017-07-17,GUAVIO,2045931700,2091.46
2017-07-17,ALTOANCHICAYA,25093600,36.88
2017-07-17,CALIMA1,215234200,217.04
2017-07-17,SALVAJINA,175220500,171.82
2017-07-18,AMANI,224066700,246.13
2017-07-18,MIRAFLORES,213934000,313.1
2017-07-18,PENOL,4228409100,4078.46
2017-07-18,PLAYAS,110051500,96.35
2017-07-18,PORCE II,65557100,130.14
2017-07-18,PORCE III,80350900,117.29
2017-07-18,PUNCHINA,77134300,65.12
2017-07-18,RIOGRANDE2,424758400,560.59
2017-07-18,SAN LORENZO,404786400,422.91
2017-07-18,TRONERAS,47972900,71
2017-07-18,URRA1,131561100,158.45
2017-07-18,AGREGADO BOGOTA,1615325400,3763.5
2017-07-18,BETANIA,70520300,124.66
2017-07-18,EL QUIMBO,626897500,1113.81
2017-07-18,MUNA,39462800,57.6
2017-07-18,PRADO,57308100,57.2
2017-07-18,TOPOCORO,960929000,1003.3
2017-07-18,CHUZA,831971500,980.6
2017-07-18,ESMERALDA,912404700,1112.97
2017-07-18,GUAVIO,2057808500,2091.46
2017-07-18,ALTOANCHICAYA,17460700,36.88
2017-07-18,CALIMA1,215234200,217.04
2017-07-18,SALVAJINA,174542200,171.82
2017-07-19,AMANI,220344600,246.13
2017-07-19,MIRAFLORES,211863600,313.1
2017-07-19,PENOL,4223361600,4078.46
2017-07-19,PLAYAS,108206300,96.35
2017-07-19,PORCE II,86618100,130.14
2017-07-19,PORCE III,68090400,117.29
2017-07-19,PUNCHINA,74070700,65.12
2017-07-19,RIOGRANDE2,422277300,560.59
2017-07-19,SAN LORENZO,419176300,422.91
2017-07-19,TRONERAS,67619000,71
2017-07-19,URRA1,133078900,158.45
2017-07-19,AGREGADO BOGOTA,1617658500,3763.5
2017-07-19,BETANIA,72125300,124.66
2017-07-19,EL QUIMBO,644718100,1113.81
2017-07-19,MUNA,38369100,57.6
2017-07-19,PRADO,57308100,57.2
2017-07-19,TOPOCORO,962904000,1003.3
2017-07-19,CHUZA,834901500,980.6
2017-07-19,ESMERALDA,919383700,1112.97
2017-07-19,GUAVIO,2044884700,2091.46
2017-07-19,ALTOANCHICAYA,20420100,36.88
2017-07-19,CALIMA1,213638700,217.04
2017-07-19,SALVAJINA,174372700,171.82
2017-07-20,AMANI,221627500,246.13
2017-07-20,MIRAFLORES,211116000,313.1
2017-07-20,PENOL,4223869600,4078.46
2017-07-20,PLAYAS,114324300,96.35
2017-07-20,PORCE II,105628400,130.14
2017-07-20,PORCE III,72518700,117.29
2017-07-20,PUNCHINA,77680300,65.12
2017-07-20,RIOGRANDE2,428614400,560.59
2017-07-20,SAN LORENZO,417489600,422.91
2017-07-20,TRONERAS,73571300,71
2017-07-20,URRA1,132757500,158.45
2017-07-20,AGREGADO BOGOTA,1618538000,3763.5
2017-07-20,BETANIA,81164000,124.66
2017-07-20,EL QUIMBO,651644000,1113.81
2017-07-20,MUNA,41741200,57.6
2017-07-20,PRADO,57308100,57.2
2017-07-20,TOPOCORO,962657600,1003.3
2017-07-20,CHUZA,837344000,980.6
2017-07-20,ESMERALDA,917945700,1112.97
2017-07-20,GUAVIO,2039309500,2091.46
2017-07-20,ALTOANCHICAYA,24390700,36.88
2017-07-20,CALIMA1,214275900,217.04
2017-07-20,SALVAJINA,174654400,171.82
2017-07-21,AMANI,221946900,246.13
2017-07-21,MIRAFLORES,209809300,313.1
2017-07-21,PENOL,4218025600,4078.46
2017-07-21,PLAYAS,110065100,96.35
2017-07-21,PORCE II,100708900,130.14
2017-07-21,PORCE III,83931600,117.29
2017-07-21,PUNCHINA,74556100,65.12
2017-07-21,RIOGRANDE2,428227200,560.59
2017-07-21,SAN LORENZO,420573100,422.91
2017-07-21,TRONERAS,70414600,71
2017-07-21,URRA1,131091400,158.45
2017-07-21,AGREGADO BOGOTA,1618538000,3763.5
2017-07-21,BETANIA,81003600,124.66
2017-07-21,EL QUIMBO,649336900,1113.81
2017-07-21,MUNA,38642500,57.6
2017-07-21,PRADO,57308100,57.2
2017-07-21,TOPOCORO,967593500,1003.3
2017-07-21,CHUZA,838569900,980.6
2017-07-21,ESMERALDA,910564100,1112.97
2017-07-21,GUAVIO,2041749000,2091.46
2017-07-21,ALTOANCHICAYA,18632100,36.88
2017-07-21,CALIMA1,214488300,217.04
2017-07-21,SALVAJINA,172849300,171.82
2017-07-22,AMANI,222398400,246.13
2017-07-22,MIRAFLORES,207397000,313.1
2017-07-22,PENOL,4202046000,4078.46
2017-07-22,PLAYAS,108562900,96.35
2017-07-22,PORCE II,91251900,130.14
2017-07-22,PORCE III,95320700,117.29
2017-07-22,PUNCHINA,74707700,65.12
2017-07-22,RIOGRANDE2,422621000,560.59
2017-07-22,SAN LORENZO,427056400,422.91
2017-07-22,TRONERAS,65162000,71
2017-07-22,URRA1,128662700,158.45
2017-07-22,AGREGADO BOGOTA,1618770400,3763.5
2017-07-22,BETANIA,86489900,124.66
2017-07-22,EL QUIMBO,642411000,1113.81
2017-07-22,MUNA,29346400,57.6
2017-07-22,PRADO,57308100,57.2
2017-07-22,TOPOCORO,967843600,1003.3
2017-07-22,CHUZA,840529300,980.6
2017-07-22,ESMERALDA,902875700,1112.97
2017-07-22,GUAVIO,2045235500,2091.46
2017-07-22,ALTOANCHICAYA,20839400,36.88
2017-07-22,CALIMA1,214700600,217.04
2017-07-22,SALVAJINA,171386000,171.82
2017-07-23,AMANI,222844300,246.13
2017-07-23,MIRAFLORES,204812300,313.1
2017-07-23,PENOL,4188390900,4078.46
2017-07-23,PLAYAS,108851300,96.35
2017-07-23,PORCE II,103806200,130.14
2017-07-23,PORCE III,86663700,117.29
2017-07-23,PUNCHINA,75208200,65.12
2017-07-23,RIOGRANDE2,415015700,560.59
2017-07-23,SAN LORENZO,430772500,422.91
2017-07-23,TRONERAS,59251300,71
2017-07-23,URRA1,126447700,158.45
2017-07-23,AGREGADO BOGOTA,1620647800,3763.5
2017-07-23,BETANIA,83109500,124.66
2017-07-23,EL QUIMBO,634909600,1113.81
2017-07-23,MUNA,35635000,57.6
2017-07-23,PRADO,57308100,57.2
2017-07-23,TOPOCORO,966361300,1003.3
2017-07-23,CHUZA,845929200,980.6
2017-07-23,ESMERALDA,919786300,1112.97
2017-07-23,GUAVIO,2051866000,2091.46
2017-07-23,ALTOANCHICAYA,23441200,36.88
2017-07-23,CALIMA1,214809400,217.04
2017-07-23,SALVAJINA,170264700,171.82
2017-07-24,AMANI,220730000,246.13
2017-07-24,MIRAFLORES,204633400,313.1
2017-07-24,PENOL,4169412000,4078.46
2017-07-24,PLAYAS,108364200,96.35
2017-07-24,PORCE II,93301200,130.14
2017-07-24,PORCE III,96100300,117.29
2017-07-24,PUNCHINA,75541800,65.12
2017-07-24,RIOGRANDE2,407758100,560.59
2017-07-24,SAN LORENZO,436254300,422.91
2017-07-24,TRONERAS,52417200,71
2017-07-24,URRA1,126161000,158.45
2017-07-24,AGREGADO BOGOTA,1626034100,3763.5
2017-07-24,BETANIA,79319200,124.66
2017-07-24,EL QUIMBO,630003000,1113.81
2017-07-24,MUNA,40328600,57.6
2017-07-24,PRADO,57308100,57.2
2017-07-24,TOPOCORO,961914700,1003.3
2017-07-24,CHUZA,850358600,980.6
2017-07-24,ESMERALDA,918559300,1112.97
2017-07-24,GUAVIO,2040353800,2091.46
2017-07-24,ALTOANCHICAYA,20999700,36.88
2017-07-24,CALIMA1,212892800,217.04
2017-07-24,SALVAJINA,168301000,171.82
2017-07-25,AMANI,219513200,246.13
2017-07-25,MIRAFLORES,205365000,313.1
2017-07-25,PENOL,4151754000,4078.46
2017-07-25,PLAYAS,110581400,96.35
2017-07-25,PORCE II,104845100,130.14
2017-07-25,PORCE III,87734100,117.29
2017-07-25,PUNCHINA,74556100,65.12
2017-07-25,RIOGRANDE2,401709400,560.59
2017-07-25,SAN LORENZO,435674500,422.91
2017-07-25,TRONERAS,45161300,71
2017-07-25,URRA1,127754200,158.45
2017-07-25,AGREGADO BOGOTA,1630777800,3763.5
2017-07-25,BETANIA,78841500,124.66
2017-07-25,EL QUIMBO,640391800,1113.81
2017-07-25,MUNA,39462800,57.6
2017-07-25,PRADO,57308100,57.2
2017-07-25,TOPOCORO,959943200,1003.3
2017-07-25,CHUZA,860730100,980.6
2017-07-25,ESMERALDA,956387600,1112.97
2017-07-25,GUAVIO,2054661800,2091.46
2017-07-25,ALTOANCHICAYA,18459500,36.88
2017-07-25,CALIMA1,213214000,217.04
2017-07-25,SALVAJINA,168188800,171.82
2017-07-26,AMANI,219766500,246.13
2017-07-26,MIRAFLORES,206103100,313.1
2017-07-26,PENOL,4141659000,4078.46
2017-07-26,PLAYAS,110037800,96.35
2017-07-26,PORCE II,98539400,130.14
2017-07-26,PORCE III,86545300,117.29
2017-07-26,PUNCHINA,73873600,65.12
2017-07-26,RIOGRANDE2,393503600,560.59
2017-07-26,SAN LORENZO,434225000,422.91
2017-07-26,TRONERAS,49350000,71
2017-07-26,URRA1,129971600,158.45
2017-07-26,AGREGADO BOGOTA,1645606000,3763.5
2017-07-26,BETANIA,88083400,124.66
2017-07-26,EL QUIMBO,651356200,1113.81
2017-07-26,MUNA,35635000,57.6
2017-07-26,PRADO,57308100,57.2
2017-07-26,TOPOCORO,959203900,1003.3
2017-07-26,CHUZA,864945200,980.6
2017-07-26,ESMERALDA,978705000,1112.97
2017-07-26,GUAVIO,2039309500,2091.46
2017-07-26,ALTOANCHICAYA,14821900,36.88
2017-07-26,CALIMA1,213426400,217.04
2017-07-26,SALVAJINA,169252700,171.82
2017-07-27,AMANI,220025300,246.13
2017-07-27,MIRAFLORES,206841100,313.1
2017-07-27,PENOL,4126561200,4078.46
2017-07-27,PLAYAS,109207800,96.35
2017-07-27,PORCE II,89992000,130.14
2017-07-27,PORCE III,86487000,117.29
2017-07-27,PUNCHINA,75890700,65.12
2017-07-27,RIOGRANDE2,384989700,560.59
2017-07-27,SAN LORENZO,435094700,422.91
2017-07-27,TRONERAS,56251200,71
2017-07-27,URRA1,131391700,158.45
2017-07-27,AGREGADO BOGOTA,1655640200,3763.5
2017-07-27,BETANIA,89442200,124.66
2017-07-27,EL QUIMBO,665639600,1113.81
2017-07-27,MUNA,38915900,57.6
2017-07-27,PRADO,57308100,57.2
2017-07-27,TOPOCORO,956986100,1003.3
2017-07-27,CHUZA,845929200,980.6
2017-07-27,ESMERALDA,986144100,1112.97
2017-07-27,GUAVIO,2040353800,2091.46
2017-07-27,ALTOANCHICAYA,11702100,36.88
2017-07-27,CALIMA1,213638700,217.04
2017-07-27,SALVAJINA,169925600,171.82
2017-07-28,AMANI,220278500,246.13
2017-07-28,MIRAFLORES,207582300,313.1
2017-07-28,PENOL,4111451300,4078.46
2017-07-28,PLAYAS,109841100,96.35
2017-07-28,PORCE II,83053300,130.14
2017-07-28,PORCE III,85909800,117.29
2017-07-28,PUNCHINA,74116200,65.12
2017-07-28,RIOGRANDE2,376297900,560.59
2017-07-28,SAN LORENZO,433065400,422.91
2017-07-28,TRONERAS,59251300,71
2017-07-28,URRA1,131941800,158.45
2017-07-28,AGREGADO BOGOTA,1664052300,3763.5
2017-07-28,BETANIA,94411100,124.66
2017-07-28,EL QUIMBO,670653000,1113.81
2017-07-28,MUNA,47072800,57.6
2017-07-28,PRADO,57308100,57.2
2017-07-28,TOPOCORO,953046800,1003.3
2017-07-28,CHUZA,875148100,980.6
2017-07-28,ESMERALDA,1003227200,1112.97
2017-07-28,GUAVIO,2047326900,2091.46
2017-07-28,ALTOANCHICAYA,8594700,36.88
2017-07-28,CALIMA1,213747500,217.04
2017-07-28,SALVAJINA,169589100,171.82
2017-07-29,AMANI,220537300,246.13
2017-07-29,MIRAFLORES,208323600,313.1
2017-07-29,PENOL,4093878500,4078.46
2017-07-29,PLAYAS,109681300,96.35
2017-07-29,PORCE II,92692300,130.14
2017-07-29,PORCE III,76521000,117.29
2017-07-29,PUNCHINA,74070700,65.12
2017-07-29,RIOGRANDE2,367523200,560.59
2017-07-29,SAN LORENZO,432485600,422.91
2017-07-29,TRONERAS,58289600,71
2017-07-29,URRA1,132012200,158.45
2017-07-29,AGREGADO BOGOTA,1673298200,3763.5
2017-07-29,BETANIA,97832800,124.66
2017-07-29,EL QUIMBO,671832000,1113.81
2017-07-29,MUNA,57599200,57.6
2017-07-29,PRADO,57308100,57.2
2017-07-29,TOPOCORO,948129000,1003.3
2017-07-29,CHUZA,881395600,980.6
2017-07-29,ESMERALDA,1016782500,1112.97
2017-07-29,GUAVIO,2050818900,2091.46
2017-07-29,ALTOANCHICAYA,9346900,36.88
2017-07-29,CALIMA1,213747500,217.04
2017-07-29,SALVAJINA,168467800,171.82
2017-07-30,AMANI,220790600,246.13
2017-07-30,MIRAFLORES,209435400,313.1
2017-07-30,PENOL,4078809200,4078.46
2017-07-30,PLAYAS,108693400,96.35
2017-07-30,PORCE II,102382300,130.14
2017-07-30,PORCE III,79984100,117.29
2017-07-30,PUNCHINA,73039500,65.12
2017-07-30,RIOGRANDE2,364089900,560.59
2017-07-30,SAN LORENZO,435094700,422.91
2017-07-30,TRONERAS,53723900,71
2017-07-30,URRA1,132856400,158.45
2017-07-30,AGREGADO BOGOTA,1682521400,3763.5
2017-07-30,BETANIA,106000300,124.66
2017-07-30,EL QUIMBO,670360500,1113.81
2017-07-30,MUNA,57599200,57.6
2017-07-30,PRADO,57308100,57.2
2017-07-30,TOPOCORO,949604000,1003.3
2017-07-30,CHUZA,885656300,980.6
2017-07-30,ESMERALDA,1060822900,1112.97
2017-07-30,GUAVIO,2053612000,2091.46
2017-07-30,ALTOANCHICAYA,12466600,36.88
2017-07-30,CALIMA1,213851100,217.04
2017-07-30,SALVAJINA,167294500,171.82
2017-07-31,AMANI,220983300,246.13
2017-07-31,MIRAFLORES,210179900,313.1
2017-07-31,PENOL,4058777800,4078.46
2017-07-31,PLAYAS,110145000,96.35
2017-07-31,PORCE II,110498200,130.14
2017-07-31,PORCE III,66314600,117.29
2017-07-31,PUNCHINA,74753200,65.12
2017-07-31,RIOGRANDE2,360261600,560.59
2017-07-31,SAN LORENZO,433645200,422.91
2017-07-31,TRONERAS,52938000,71
2017-07-31,URRA1,136255400,158.45
2017-07-31,AGREGADO BOGOTA,1695175900,3763.5
2017-07-31,BETANIA,112863500,124.66
2017-07-31,EL QUIMBO,674487200,1113.81
2017-07-31,MUNA,57599200,57.6
2017-07-31,PRADO,57308100,57.2
2017-07-31,TOPOCORO,951325400,1003.3
2017-07-31,CHUZA,888167200,980.6
2017-07-31,ESMERALDA,1071521500,1112.97
2017-07-31,GUAVIO,2053263900,2091.46
2017-07-31,ALTOANCHICAYA,13502400,36.88
2017-07-31,CALIMA1,214172300,217.04
2017-07-31,SALVAJINA,165730100,171.82
2017-08-01,AMANI,219513200,246.13
2017-08-01,MIRAFLORES,210927500,313.1
2017-08-01,PENOL,4041257900,4078.46
2017-08-01,PLAYAS,111323800,96.35
2017-08-01,PORCE II,102253000,130.14
2017-08-01,PORCE III,78865100,117.29
2017-08-01,PUNCHINA,74813900,65.12
2017-08-01,RIOGRANDE2,355816900,560.59
2017-08-01,SAN LORENZO,429059400,422.91
2017-08-01,TRONERAS,50615200,71
2017-08-01,URRA1,138595200,158.45
2017-08-01,AGREGADO BOGOTA,1700101900,3763.5
2017-08-01,BETANIA,114508300,124.66
2017-08-01,EL QUIMBO,672421600,1113.81
2017-08-01,MUNA,57599200,57.6
2017-08-01,PRADO,57308100,57.2
2017-08-01,TOPOCORO,949114700,1003.3
2017-08-01,CHUZA,890176700,980.6
2017-08-01,ESMERALDA,1074416600,1112.97
2017-08-01,GUAVIO,2052913100,2091.46
2017-08-01,ALTOANCHICAYA,10358000,36.88
2017-08-01,CALIMA1,213001600,217.04
2017-08-01,SALVAJINA,163060700,171.82
2017-08-02,AMANI,219705900,246.13
2017-08-02,MIRAFLORES,212052200,313.1
2017-08-02,PENOL,4031284800,4078.46
2017-08-02,PLAYAS,110078800,96.35
2017-08-02,PORCE II,91848800,130.14
2017-08-02,PORCE III,75043100,117.29
2017-08-02,PUNCHINA,73873600,65.12
2017-08-02,RIOGRANDE2,346706400,560.59
2017-08-02,SAN LORENZO,427926100,422.91
2017-08-02,TRONERAS,56117000,71
2017-08-02,URRA1,138260200,158.45
2017-08-02,AGREGADO BOGOTA,1703560600,3763.5
2017-08-02,BETANIA,115338100,124.66
2017-08-02,EL QUIMBO,663871000,1113.81
2017-08-02,MUNA,57599200,57.6
2017-08-02,PRADO,57308100,57.2
2017-08-02,TOPOCORO,944939900,1003.3
2017-08-02,CHUZA,891434400,980.6
2017-08-02,ESMERALDA,1074186500,1112.97
2017-08-02,GUAVIO,2048025900,2091.46
2017-08-02,ALTOANCHICAYA,10358000,36.88
2017-08-02,CALIMA1,213001600,217.04
2017-08-02,SALVAJINA,163060700,171.82
2017-08-03,AMANI,215752600,246.13
2017-08-03,MIRAFLORES,212803000,313.1
2017-08-03,PENOL,4013805500,4078.46
2017-08-03,PLAYAS,111762200,96.35
2017-08-03,PORCE II,84053200,130.14
2017-08-03,PORCE III,87865800,117.29
2017-08-03,PUNCHINA,74419600,65.12
2017-08-03,RIOGRANDE2,339634500,560.59
2017-08-03,SAN LORENZO,422259800,422.91
2017-08-03,TRONERAS,53069000,71
2017-08-03,URRA1,136877100,158.45
2017-08-03,AGREGADO BOGOTA,1703524200,3763.5
2017-08-03,BETANIA,112660200,124.66
2017-08-03,EL QUIMBO,657989600,1113.81
2017-08-03,MUNA,57599200,57.6
2017-08-03,PRADO,56725800,57.2
2017-08-03,TOPOCORO,938322500,1003.3
2017-08-03,CHUZA,892692200,980.6
2017-08-03,ESMERALDA,1071291400,1112.97
2017-08-03,GUAVIO,2037568900,2091.46
2017-08-03,ALTOANCHICAYA,11492500,36.88
2017-08-03,CALIMA1,213426400,217.04
2017-08-03,SALVAJINA,158468600,171.82
2017-08-04,AMANI,215818700,246.13
2017-08-04,MIRAFLORES,213934000,313.1
2017-08-04,PENOL,4006356200,4078.46
2017-08-04,PLAYAS,112013500,96.35
2017-08-04,PORCE II,92209700,130.14
2017-08-04,PORCE III,76540400,117.29
2017-08-04,PUNCHINA,75450900,65.12
2017-08-04,RIOGRANDE2,340183600,560.59
2017-08-04,SAN LORENZO,426213100,422.91
2017-08-04,TRONERAS,50743000,71
2017-08-04,URRA1,136642300,158.45
2017-08-04,AGREGADO BOGOTA,1703774800,3763.5
2017-08-04,BETANIA,107755800,124.66
2017-08-04,EL QUIMBO,653951000,1113.81
2017-08-04,MUNA,57599200,57.6
2017-08-04,PRADO,56093500,57.2
2017-08-04,TOPOCORO,935629800,1003.3
2017-08-04,CHUZA,897987300,980.6
2017-08-04,ESMERALDA,1086303800,1112.97
2017-08-04,GUAVIO,2048025900,2091.46
2017-08-04,ALTOANCHICAYA,14020300,36.88
2017-08-04,CALIMA1,213638700,217.04
2017-08-04,SALVAJINA,156485800,171.82
2017-08-05,AMANI,216072000,246.13
2017-08-05,MIRAFLORES,214496300,313.1
2017-08-05,PENOL,3986430400,4078.46
2017-08-05,PLAYAS,108654500,96.35
2017-08-05,PORCE II,86394100,130.14
2017-08-05,PORCE III,77489700,117.29
2017-08-05,PUNCHINA,74465100,65.12
2017-08-05,RIOGRANDE2,332815400,560.59
2017-08-05,SAN LORENZO,431352300,422.91
2017-08-05,TRONERAS,59804000,71
2017-08-05,URRA1,135401300,158.45
2017-08-05,AGREGADO BOGOTA,1704285200,3763.5
2017-08-05,BETANIA,101899200,124.66
2017-08-05,EL QUIMBO,660333800,1113.81
2017-08-05,MUNA,57599200,57.6
2017-08-05,PRADO,55882800,57.2
2017-08-05,TOPOCORO,928052000,1003.3
2017-08-05,CHUZA,900261200,980.6
2017-08-05,ESMERALDA,1076410600,1112.97
2017-08-05,GUAVIO,2046279800,2091.46
2017-08-05,ALTOANCHICAYA,16190600,36.88
2017-08-05,CALIMA1,213851100,217.04
2017-08-05,SALVAJINA,154951400,171.82
2017-08-06,AMANI,216072000,246.13
2017-08-06,MIRAFLORES,215250300,313.1
2017-08-06,PENOL,3969052800,4078.46
2017-08-06,PLAYAS,108009600,96.35
2017-08-06,PORCE II,95769900,130.14
2017-08-06,PORCE III,64698800,117.29
2017-08-06,PUNCHINA,74116200,65.12
2017-08-06,RIOGRANDE2,325502500,560.59
2017-08-06,SAN LORENZO,436254300,422.91
2017-08-06,TRONERAS,50998600,71
2017-08-06,URRA1,135554600,158.45
2017-08-06,AGREGADO BOGOTA,1703574300,3763.5
2017-08-06,BETANIA,101618200,124.66
2017-08-06,EL QUIMBO,661512900,1113.81
2017-08-06,MUNA,57599200,57.6
2017-08-06,PRADO,55882800,57.2
2017-08-06,TOPOCORO,919521100,1003.3
2017-08-06,CHUZA,901523400,980.6
2017-08-06,ESMERALDA,1072844400,1112.97
2017-08-06,GUAVIO,2056410600,2091.46
2017-08-06,ALTOANCHICAYA,18237500,36.88
2017-08-06,CALIMA1,214063500,217.04
2017-08-06,SALVAJINA,153693300,171.82
2017-08-07,AMANI,216517900,246.13
2017-08-07,MIRAFLORES,216959700,313.1
2017-08-07,PENOL,3956641300,4078.46
2017-08-07,PLAYAS,109379300,96.35
2017-08-07,PORCE II,81500200,130.14
2017-08-07,PORCE III,82056900,117.29
2017-08-07,PUNCHINA,75541800,65.12
2017-08-07,RIOGRANDE2,323527100,560.59
2017-08-07,SAN LORENZO,444872400,422.91
2017-08-07,TRONERAS,43368900,71
2017-08-07,URRA1,134747500,158.45
2017-08-07,AGREGADO BOGOTA,1702603700,3763.5
2017-08-07,BETANIA,100036300,124.66
2017-08-07,EL QUIMBO,660036700,1113.81
2017-08-07,MUNA,57599200,57.6
2017-08-07,PRADO,55831400,57.2
2017-08-07,TOPOCORO,910530000,1003.3
2017-08-07,CHUZA,903040900,980.6
2017-08-07,ESMERALDA,1065060200,1112.97
2017-08-07,GUAVIO,2062007700,2091.46
2017-08-07,ALTOANCHICAYA,20383100,36.88
2017-08-07,CALIMA1,214275900,217.04
2017-08-07,SALVAJINA,152331300,171.82
2017-08-08,AMANI,213979700,246.13
2017-08-08,MIRAFLORES,218292000,313.1
2017-08-08,PENOL,3949200100,4078.46
2017-08-08,PLAYAS,111230300,96.35
2017-08-08,PORCE II,63423600,130.14
2017-08-08,PORCE III,87371700,117.29
2017-08-08,PUNCHINA,74904900,65.12
2017-08-08,RIOGRANDE2,322286500,560.59
2017-08-08,SAN LORENZO,430904300,422.91
2017-08-08,TRONERAS,54516300,71
2017-08-08,URRA1,134827800,158.45
2017-08-08,AGREGADO BOGOTA,1703829500,3763.5
2017-08-08,BETANIA,97741900,124.66
2017-08-08,EL QUIMBO,662102400,1113.81
2017-08-08,MUNA,54500500,57.6
2017-08-08,PRADO,55358600,57.2
2017-08-08,TOPOCORO,905195500,1003.3
2017-08-08,CHUZA,906335500,980.6
2017-08-08,ESMERALDA,1070179300,1112.97
2017-08-08,GUAVIO,2056059700,2091.46
2017-08-08,ALTOANCHICAYA,20543400,36.88
2017-08-08,CALIMA1,214597000,217.04
2017-08-08,SALVAJINA,151024000,171.82
2017-08-09,AMANI,214293500,246.13
2017-08-09,MIRAFLORES,220391100,313.1
2017-08-09,PENOL,3951679200,4078.46
2017-08-09,PLAYAS,107052900,96.35
2017-08-09,PORCE II,76204900,130.14
2017-08-09,PORCE III,75988000,117.29
2017-08-09,PUNCHINA,73782600,65.12
2017-08-09,RIOGRANDE2,315013100,560.59
2017-08-09,SAN LORENZO,434145900,422.91
2017-08-09,TRONERAS,58289600,71
2017-08-09,URRA1,133221000,158.45
2017-08-09,AGREGADO BOGOTA,1703829500,3763.5
2017-08-09,BETANIA,96112000,124.66
2017-08-09,EL QUIMBO,680976800,1113.81
2017-08-09,MUNA,50763900,57.6
2017-08-09,PRADO,54625000,57.2
2017-08-09,TOPOCORO,896483400,1003.3
2017-08-09,CHUZA,941364400,980.6
2017-08-09,ESMERALDA,1069949300,1112.97
2017-08-09,GUAVIO,2056410600,2091.46
2017-08-09,ALTOANCHICAYA,21949200,36.88
2017-08-09,CALIMA1,214700600,217.04
2017-08-09,SALVAJINA,149724800,171.82
2017-08-10,AMANI,214486200,246.13
2017-08-10,MIRAFLORES,221161100,313.1
2017-08-10,PENOL,3946721100,4078.46
2017-08-10,PLAYAS,108917500,96.35
2017-08-10,PORCE II,86282900,130.14
2017-08-10,PORCE III,68431500,117.29
2017-08-10,PUNCHINA,73433800,65.12
2017-08-10,RIOGRANDE2,306945600,560.59
2017-08-10,SAN LORENZO,434145900,422.91
2017-08-10,TRONERAS,56519600,71
2017-08-10,URRA1,131135900,158.45
2017-08-10,AGREGADO BOGOTA,1703114000,3763.5
2017-08-10,BETANIA,97105500,124.66
2017-08-10,EL QUIMBO,693171300,1113.81
2017-08-10,MUNA,45295600,57.6
2017-08-10,PRADO,54258900,57.2
2017-08-10,TOPOCORO,888043100,1003.3
2017-08-10,CHUZA,917518100,980.6
2017-08-10,ESMERALDA,1069949300,1112.97
2017-08-10,GUAVIO,2048025900,2091.46
2017-08-10,ALTOANCHICAYA,21764200,36.88
2017-08-10,CALIMA1,213747500,217.04
2017-08-10,SALVAJINA,148480400,171.82
2017-08-11,AMANI,215692000,246.13
2017-08-11,MIRAFLORES,222509400,313.1
2017-08-11,PENOL,3956641300,4078.46
2017-08-11,PLAYAS,109022700,96.35
2017-08-11,PORCE II,93179400,130.14
2017-08-11,PORCE III,60514400,117.29
2017-08-11,PUNCHINA,74662200,65.12
2017-08-11,RIOGRANDE2,308091300,560.59
2017-08-11,SAN LORENZO,438204600,422.91
2017-08-11,TRONERAS,51382000,71
2017-08-11,URRA1,131127200,158.45
2017-08-11,AGREGADO BOGOTA,1703114000,3763.5
2017-08-11,BETANIA,98198100,124.66
2017-08-11,EL QUIMBO,691059200,1113.81
2017-08-11,MUNA,38642500,57.6
2017-08-11,PRADO,54154800,57.2
2017-08-11,TOPOCORO,878660500,1003.3
2017-08-11,CHUZA,918283700,980.6
2017-08-11,ESMERALDA,1059691700,1112.97
2017-08-11,GUAVIO,2037917100,2091.46
2017-08-11,ALTOANCHICAYA,24994900,36.88
2017-08-11,CALIMA1,213851100,217.04
2017-08-11,SALVAJINA,146541300,171.82
2017-08-12,AMANI,217090600,246.13
2017-08-12,MIRAFLORES,225215600,313.1
