Fecha,Recurso,Precio de Oferta Declarado $/kWh,Capacidad Efectiva Neta (MW),Volumen Util
2017-01-18,BETANIA,57.246080000000006,540,0.7166597144232313
2017-01-18,CALIMA,220.0,132,0.6624880206413564
2017-01-18,CHIVOR,57.24601,1000,0.7526395140929225
2017-01-18,EL QUIMBO,57.246030000000005,400,0.5800860110790889
2017-01-18,GUATAPE,57.246,560,0.858273662117564
2017-01-18,GUATRON,122.0,512,0.8587417339234573
2017-01-18,GUAVIO,150.0,1250,0.7032838782477313
2017-01-18,JAGUAS,57.246019999999994,170,0.9767316923222434
2017-01-18,LA TASAJERA,180.0,306,0.8147796071995576
2017-01-18,MIEL I,154.0,396,0.9350875553569252
2017-01-18,PAGUA,57.24606,600,0.497492367286586
2017-01-18,PLAYAS,57.24609,207,1.027834976647639
2017-01-18,PORCE II,57.24604,405,0.5805009989242356
2017-01-18,PORCE III,57.24605,700,0.8006419984653423
2017-01-18,PRADO,57.246069999999996,51,1.0018898601398603
2017-01-18,SALVAJINA,294.0,315,0.8894243976254219
2017-01-18,SAN CARLOS,74.0,1240,0.4970592751842751
2017-01-18,SOGAMOSO,75.0,819,0.9211093391807037
2017-01-18,URRA,57.077,338,0.897928053013569
2017-01-19,ALBAN,57.24601,429,0.7195309110629067
2017-01-19,BETANIA,180.00001,540,0.792795604042997
2017-01-19,CALIMA,220.0,132,0.6650419277552525
2017-01-19,CHIVOR,57.24606,1000,0.7445416318499151
2017-01-19,EL QUIMBO,57.246019999999994,400,0.5871577737675188
2017-01-19,GUATAPE,57.246030000000005,560,0.860501782535565
2017-01-19,GUATRON,72.0,512,0.8359630304608173
2017-01-19,GUAVIO,110.0,1250,0.7006455777303893
2017-01-19,JAGUAS,57.246069999999996,170,0.95078858385945
2017-01-19,LA TASAJERA,149.0,306,0.824804580887993
2017-01-19,MIEL I,57.24609,396,0.9160183642790395
2017-01-19,PAGUA,57.24604,600,0.49822117166836744
2017-01-19,PLAYAS,57.246080000000006,207,1.0370814737934613
2017-01-19,PORCE II,180.0,405,0.6339096357768558
2017-01-19,PORCE III,57.24605,700,0.6945195668854974
2017-01-19,PRADO,57.246,51,1.0018898601398603
2017-01-19,SALVAJINA,294.0,315,0.8922733092771504
2017-01-19,SAN CARLOS,82.0,1240,0.5280390049140049
2017-01-19,SOGAMOSO,75.0,819,0.9111652546596233
2017-01-19,URRA,57.077,338,0.893295676869675
2017-01-20,ALBAN,57.24604,429,0.7379202819956616
2017-01-20,BETANIA,145.0,540,0.8196390181293117
2017-01-20,CALIMA,220.0,132,0.6684786214522669
2017-01-20,CHIVOR,57.246069999999996,1000,0.737580887175755
2017-01-20,EL QUIMBO,57.246030000000005,400,0.5926574550417038
2017-01-20,GUATAPE,57.246019999999994,560,0.8613834388470158
2017-01-20,GUATRON,72.0,512,0.8286586826347305
2017-01-20,GUAVIO,57.24606,1250,0.6924896005661118
2017-01-20,JAGUAS,75.0,170,0.9411846492161453
2017-01-20,LA TASAJERA,149.0,306,0.834059473055174
2017-01-20,MIEL I,182.0,396,0.9247397716653801
2017-01-20,PAGUA,57.24605,600,0.49734525272299396
2017-01-20,PLAYAS,57.24609,207,1.0332371562013494
2017-01-20,PORCE II,180.0,405,0.7122506531427695
2017-01-20,PORCE III,57.24601,700,0.587312643874158
2017-01-20,PRADO,57.246,51,1.0018898601398603
2017-01-20,SALVAJINA,294.0,315,0.891016179722966
2017-01-20,SAN CARLOS,57.246080000000006,1240,0.4076167076167076
2017-01-20,SOGAMOSO,106.0,819,0.906325127080634
2017-01-20,URRA,57.077,338,0.887653518460082
2017-01-21,ALBAN,57.24612,429,0.9990509761388285
2017-01-21,BETANIA,57.24604,540,0.7913187871009144
2017-01-21,CALIMA,220.0,132,0.6718918171765574
2017-01-21,CHIVOR,57.246109999999994,1000,0.7288626827317898
2017-01-21,EL QUIMBO,57.246030000000005,400,0.6235951374112282
2017-01-21,GUATAPE,57.246019999999994,560,0.8603122747311486
2017-01-21,GUATRON,72.0,512,0.826894819057537
2017-01-21,GUAVIO,57.246069999999996,1250,0.6847987530242031
2017-01-21,JAGUAS,57.246,170,0.9290863304249131
2017-01-21,LA TASAJERA,57.2461,306,0.8233948161758148
2017-01-21,MIEL I,57.24605,396,0.9081331003941007
2017-01-21,PAGUA,57.246080000000006,600,0.49513120353208245
2017-01-21,PLAYAS,57.24606,207,0.9959045147898288
2017-01-21,PORCE II,57.24609,405,0.5965475641616721
2017-01-21,PORCE III,180.0,700,0.7435263023275641
2017-01-21,PRADO,57.24601,51,1.0018898601398603
2017-01-21,SALVAJINA,294.0,315,0.91747119078105
2017-01-21,SAN CARLOS,144.0,1240,0.6538175675675675
2017-01-21,SOGAMOSO,61.0,819,0.8998016545400179
2017-01-21,URRA,57.077,338,0.8824026506784475
2017-01-22,ALBAN,57.24601,429,0.9121203904555315
2017-01-22,BETANIA,105.0,540,0.8226592331140703
2017-01-22,CALIMA,220.0,132,0.6740398083302617
2017-01-22,CHIVOR,57.246069999999996,1000,0.7204202269602954
2017-01-22,EL QUIMBO,57.24606,400,0.638067264614252
2017-01-22,GUATAPE,57.24604,560,0.8565312887707615
2017-01-22,GUATRON,72.0,512,0.8393907836500911
2017-01-22,GUAVIO,57.246080000000006,1250,0.6782453405754831
2017-01-22,JAGUAS,145.0,170,0.9405611122933957
2017-01-22,LA TASAJERA,57.246030000000005,306,0.8102500936513316
2017-01-22,MIEL I,160.0,396,0.916809409661561
2017-01-22,PAGUA,57.24609,600,0.495713872170273
2017-01-22,PLAYAS,57.2461,207,1.039995848469123
2017-01-22,PORCE II,180.0,405,0.6836914092515753
2017-01-22,PORCE III,57.24605,700,0.6022414528092761
2017-01-22,PRADO,57.246019999999994,51,1.0018898601398603
2017-01-22,SALVAJINA,294.0,315,0.9293458270282855
2017-01-22,SAN CARLOS,57.246,1240,0.49659398034398033
2017-01-22,SOGAMOSO,175.0,819,0.9017341772151899
2017-01-22,URRA,57.205,338,0.8791864941621963
2017-01-23,ALBAN,57.24609,429,0.7626626898047721
2017-01-23,BETANIA,100.0,540,0.8024177763516765
2017-01-23,CALIMA,220.0,132,0.6766172134168817
2017-01-23,CHIVOR,57.24605,1000,0.711805439499717
2017-01-23,EL QUIMBO,57.24606,400,0.6457289842971422
2017-01-23,GUATAPE,57.24601,560,0.8526884412253645
2017-01-23,GUATRON,72.0,512,0.8302642541004945
2017-01-23,GUAVIO,57.246,1250,0.672404588182418
2017-01-23,JAGUAS,160.0,170,0.9501650469367003
2017-01-23,LA TASAJERA,57.24604,306,0.7970138603970816
2017-01-23,MIEL I,57.246080000000006,396,0.8926563198309836
2017-01-23,PAGUA,57.246019999999994,600,0.4943026844659183
2017-01-23,PLAYAS,57.246030000000005,207,0.9823072132848989
2017-01-23,PORCE II,106.0,405,0.6733287229137852
2017-01-23,PORCE III,180.0,700,0.6687918833660158
2017-01-23,PRADO,57.246069999999996,51,1.0018898601398603
