Fecha,Recurso,Precio de Oferta Declarado $/kWh,Capacidad Efectiva Neta (MW)
2017-02-05,GUATAPE,57.47601,560
2017-02-05,GUATRON,100,512
2017-02-05,GUAVIO,80,1250
2017-02-05,JAGUAS,79.5,170
2017-02-05,LA TASAJERA,57.47603,306
2017-02-05,MIEL I,57.47607,396
2017-02-05,PAGUA,197,600
2017-02-05,PLAYAS,57.47605,207
2017-02-05,PORCE II,196,405
2017-02-05,PORCE III,82,700
2017-02-05,PRADO,57.47606,51
2017-02-05,SALVAJINA,201,315
2017-02-05,SAN CARLOS,80.5,1240
2017-02-05,SOGAMOSO,109.5,819
2017-02-05,URRA,57.476,338
2017-02-06,ALBAN,170,429
2017-02-06,BETANIA,57.476,540
2017-02-06,CALIMA,220,132
2017-02-06,CHIVOR,57.47601,1000
2017-02-06,EL QUIMBO,140,400
2017-02-06,GUATAPE,57.47603,560
2017-02-06,GUATRON,69,512
2017-02-06,GUAVIO,95,1250
2017-02-06,JAGUAS,100.5,170
2017-02-06,LA TASAJERA,57.47602,306
2017-02-06,MIEL I,82.5,396
2017-02-06,PAGUA,57.47605,600
2017-02-06,PLAYAS,57.47606,207
2017-02-06,PORCE II,196,405
2017-02-06,PORCE III,82,700
2017-02-06,PRADO,57.47604,51
2017-02-06,SALVAJINA,201,315
2017-02-06,SAN CARLOS,113,1240
2017-02-06,SOGAMOSO,80.5,819
2017-02-06,URRA,57.47607,338
2017-02-07,ALBAN,149.999,429
2017-02-07,BETANIA,57.47602,540
2017-02-07,CALIMA,220,132
2017-02-07,CHIVOR,57.476,1000
2017-02-07,EL QUIMBO,150,400
2017-02-07,GUATAPE,57.47606,560
2017-02-07,GUATRON,69,512
2017-02-07,GUAVIO,80,1250
2017-02-07,JAGUAS,190,170
2017-02-07,LA TASAJERA,57.47605,306
2017-02-07,MIEL I,96.5,396
2017-02-07,PAGUA,57.47607,600
2017-02-07,PLAYAS,57.47604,207
2017-02-07,PORCE II,102,405
2017-02-07,PORCE III,196,700
2017-02-07,PRADO,57.47603,51
2017-02-07,SALVAJINA,201,315
2017-02-07,SAN CARLOS,115.5,1240
2017-02-07,SOGAMOSO,119.5,819
2017-02-07,URRA,57.47601,338
2017-02-08,ALBAN,113,429
2017-02-08,BETANIA,57.47603,540
2017-02-08,CALIMA,220,132
2017-02-08,CHIVOR,57.47604,1000
2017-02-08,EL QUIMBO,150,400
2017-02-08,GUATAPE,57.47607,560
2017-02-08,GUATRON,118,512
2017-02-08,GUAVIO,115,1250
2017-02-08,JAGUAS,96.5,170
2017-02-08,LA TASAJERA,57.47602,306
2017-02-08,MIEL I,140.5,396
2017-02-08,PAGUA,57.476,600
2017-02-08,PLAYAS,57.47606,207
2017-02-08,PORCE II,196,405
2017-02-08,PORCE III,109,700
2017-02-08,PRADO,57.47601,51
2017-02-08,SALVAJINA,201,315
2017-02-08,SAN CARLOS,125.5,1240
2017-02-08,SOGAMOSO,110.5,819
2017-02-08,URRA,57.47605,338
2017-02-09,ALBAN,123.999,429
2017-02-09,BETANIA,57.47607,540
2017-02-09,CALIMA,220,132
2017-02-09,CHIVOR,57.476,1000
2017-02-09,EL QUIMBO,57.47602,400
2017-02-09,GUATAPE,57.47601,560
2017-02-09,GUATRON,124,512
2017-02-09,GUAVIO,109,1250
2017-02-09,JAGUAS,180.5,170
2017-02-09,LA TASAJERA,57.47608,306
2017-02-09,MIEL I,130.5,396
2017-02-09,PAGUA,57.47606,600
2017-02-09,PLAYAS,57.47603,207
2017-02-09,PORCE II,116,405
2017-02-09,PORCE III,205,700
2017-02-09,PRADO,57.47605,51
2017-02-09,SALVAJINA,201,315
2017-02-09,SAN CARLOS,57.47604,1240
2017-02-09,SOGAMOSO,125.5,819
2017-02-09,URRA,57.47609,338
2017-02-10,ALBAN,114.999,429
2017-02-10,BETANIA,300,540
2017-02-10,CALIMA,220,132
2017-02-10,CHIVOR,57.47601,1000
2017-02-10,EL QUIMBO,57.47604,400
2017-02-10,GUATAPE,57.47605,560
2017-02-10,GUATRON,105,512
2017-02-10,GUAVIO,132,1250
2017-02-10,JAGUAS,115.5,170
2017-02-10,LA TASAJERA,57.47602,306
2017-02-10,MIEL I,123.9,396
2017-02-10,PAGUA,57.476,600
2017-02-10,PLAYAS,57.47606,207
2017-02-10,PORCE II,116,405
2017-02-10,PORCE III,205,700
2017-02-10,PRADO,57.47607,51
2017-02-10,SALVAJINA,219.999,315
2017-02-10,SAN CARLOS,159.999,1240
2017-02-10,SOGAMOSO,100.5,819
2017-02-10,URRA,57.47603,338
2017-02-11,ALBAN,350,429
2017-02-11,BETANIA,160,540
2017-02-11,CALIMA,220,132
2017-02-11,CHIVOR,57.47604,1000
2017-02-11,EL QUIMBO,57.47603,400
2017-02-11,GUATAPE,57.47601,560
2017-02-11,GUATRON,160.00001,512
2017-02-11,GUAVIO,129,1250
2017-02-11,JAGUAS,160.5,170
2017-02-11,LA TASAJERA,57.476,306
2017-02-11,MIEL I,160.9,396
2017-02-11,PAGUA,300,600
2017-02-11,PLAYAS,57.47605,207
2017-02-11,PORCE II,205,405
2017-02-11,PORCE III,116,700
2017-02-11,PRADO,57.47602,51
2017-02-11,SALVAJINA,280,315
2017-02-11,SAN CARLOS,129.999,1240
2017-02-11,SOGAMOSO,115.5,819
2017-02-11,URRA,380,338
2017-02-12,ALBAN,340,429
2017-02-12,BETANIA,57.476,540
2017-02-12,CALIMA,220,132
2017-02-12,CHIVOR,57.47606,1000
2017-02-12,EL QUIMBO,57.47601,400
2017-02-12,GUATAPE,57.47603,560
2017-02-12,GUATRON,127,512
2017-02-12,GUAVIO,124,1250
2017-02-12,JAGUAS,138.5,170
2017-02-12,LA TASAJERA,57.47607,306
2017-02-12,MIEL I,160.9,396
2017-02-12,PAGUA,57.47602,600
2017-02-12,PLAYAS,57.47605,207
2017-02-12,PORCE II,205,405
2017-02-12,PORCE III,150,700
2017-02-12,PRADO,57.47604,51
2017-02-12,SALVAJINA,280,315
2017-02-12,SAN CARLOS,139.999,1240
2017-02-12,SOGAMOSO,115.5,819
2017-02-12,URRA,380,338
2017-02-13,ALBAN,200,429
2017-02-13,BETANIA,57.47603,540
2017-02-13,CALIMA,220,132
2017-02-13,CHIVOR,57.476,1000
2017-02-13,EL QUIMBO,57.47607,400
2017-02-13,GUATAPE,57.47605,560
2017-02-13,GUATRON,150,512
2017-02-13,GUAVIO,57.47602,1250
2017-02-13,JAGUAS,190.5,170
2017-02-13,LA TASAJERA,57.47606,306
2017-02-13,MIEL I,200.9,396
2017-02-13,PAGUA,300,600
2017-02-13,PLAYAS,57.47601,207
2017-02-13,PORCE II,205,405
2017-02-13,PORCE III,127,700
2017-02-13,PRADO,57.47604,51
2017-02-13,SALVAJINA,280,315
2017-02-13,SAN CARLOS,154.7,1240
2017-02-13,SOGAMOSO,135.5,819
2017-02-13,URRA,380,338
2017-02-14,ALBAN,179.999,429
2017-02-14,BETANIA,57.47603,540
2017-02-14,CALIMA,220,132
2017-02-14,CHIVOR,57.47606,1000
2017-02-14,EL QUIMBO,57.476,400
2017-02-14,GUATAPE,57.47604,560
2017-02-14,GUATRON,201,512
2017-02-14,GUAVIO,57.47607,1250
2017-02-14,JAGUAS,190.5,170
2017-02-14,LA TASAJERA,57.47602,306
2017-02-14,MIEL I,200.9,396
2017-02-14,PAGUA,300,600
2017-02-14,PLAYAS,57.47601,207
2017-02-14,PORCE II,127,405
2017-02-14,PORCE III,205,700
2017-02-14,PRADO,57.47605,51
2017-02-14,SALVAJINA,280,315
2017-02-14,SAN CARLOS,160.7,1240
2017-02-14,SOGAMOSO,135.5,819
2017-02-14,URRA,380,338
2017-02-15,ALBAN,203.998,429
2017-02-15,BETANIA,182,540
2017-02-15,CALIMA,220,132
2017-02-15,CHIVOR,57.47603,1000
2017-02-15,EL QUIMBO,300,400
2017-02-15,GUATAPE,57.47602,560
2017-02-15,GUATRON,213,512
2017-02-15,GUAVIO,57.47606,1250
2017-02-15,JAGUAS,190.5,170
2017-02-15,LA TASAJERA,57.47604,306
2017-02-15,MIEL I,205.9,396
2017-02-15,PAGUA,57.47605,600
2017-02-15,PLAYAS,57.47601,207
2017-02-15,PORCE II,259,405
2017-02-15,PORCE III,171,700
2017-02-15,PRADO,57.476,51
2017-02-15,SALVAJINA,280,315
2017-02-15,SAN CARLOS,155.1,1240
2017-02-15,SOGAMOSO,135.5,819
2017-02-15,URRA,380,338
2017-02-16,ALBAN,209.999,429
2017-02-16,BETANIA,57.476,540
2017-02-16,CALIMA,220,132
2017-02-16,CHIVOR,57.47605,1000
2017-02-16,EL QUIMBO,300,400
2017-02-16,GUATAPE,57.47604,560
2017-02-16,GUATRON,137,512
2017-02-16,GUAVIO,57.47601,1250
2017-02-16,JAGUAS,135.5,170
2017-02-16,LA TASAJERA,57.47602,306
2017-02-16,MIEL I,205.9,396
2017-02-16,PAGUA,151,600
2017-02-16,PLAYAS,111,207
2017-02-16,PORCE II,157,405
2017-02-16,PORCE III,171,700
2017-02-16,PRADO,57.47603,51
2017-02-16,SALVAJINA,280,315
2017-02-16,SAN CARLOS,149.7,1240
2017-02-16,SOGAMOSO,169.8,819
2017-02-16,URRA,380,338
2017-02-17,ALBAN,219.999,429
2017-02-17,BETANIA,57.47607,540
2017-02-17,CALIMA,220,132
2017-02-17,CHIVOR,57.47602,1000
2017-02-17,EL QUIMBO,57.47603,400
2017-02-17,GUATAPE,57.476,560
2017-02-17,GUATRON,173,512
2017-02-17,GUAVIO,130.00001,1250
2017-02-17,JAGUAS,202.5,170
2017-02-17,LA TASAJERA,57.47605,306
2017-02-17,MIEL I,205.9,396
2017-02-17,PAGUA,57.47606,600
2017-02-17,PLAYAS,111,207
2017-02-17,PORCE II,183,405
2017-02-17,PORCE III,141,700
2017-02-17,PRADO,57.47604,51
2017-02-17,SALVAJINA,280,315
2017-02-17,SAN CARLOS,152.5,1240
2017-02-17,SOGAMOSO,139.8,819
2017-02-17,URRA,57.47601,338
2017-02-18,ALBAN,219.999,429
2017-02-18,BETANIA,57.476,540
2017-02-18,CALIMA,220,132
2017-02-18,CHIVOR,57.47602,1000
2017-02-18,EL QUIMBO,57.47603,400
2017-02-18,GUATAPE,57.47608,560
2017-02-18,GUATRON,147,512
2017-02-18,GUAVIO,57.47606,1250
2017-02-18,JAGUAS,57.47604,170
2017-02-18,LA TASAJERA,57.47607,306
2017-02-18,MIEL I,205.9,396
2017-02-18,PAGUA,230,600
2017-02-18,PLAYAS,131,207
2017-02-18,PORCE II,137,405
2017-02-18,PORCE III,191,700
2017-02-18,PRADO,57.47601,51
2017-02-18,SALVAJINA,280,315
2017-02-18,SAN CARLOS,122,1240
2017-02-18,SOGAMOSO,201,819
2017-02-18,URRA,57.47605,338
2017-02-19,ALBAN,219.999,429
2017-02-19,BETANIA,190,540
2017-02-19,CALIMA,220,132
2017-02-19,CHIVOR,57.47604,1000
2017-02-19,EL QUIMBO,57.47602,400
2017-02-19,GUATAPE,57.476,560
2017-02-19,GUATRON,141,512
2017-02-19,GUAVIO,120,1250
2017-02-19,JAGUAS,119,170
2017-02-19,LA TASAJERA,57.47605,306
2017-02-19,MIEL I,205.9,396
2017-02-19,PAGUA,57.47601,600
2017-02-19,PLAYAS,131,207
2017-02-19,PORCE II,151,405
2017-02-19,PORCE III,191,700
2017-02-19,PRADO,57.47603,51
2017-02-19,SALVAJINA,280,315
2017-02-19,SAN CARLOS,206,1240
2017-02-19,SOGAMOSO,118,819
2017-02-19,URRA,57.47606,338
2017-02-20,ALBAN,219.999,429
2017-02-20,BETANIA,57.47606,540
2017-02-20,CALIMA,220,132
2017-02-20,CHIVOR,57.47602,1000
2017-02-20,EL QUIMBO,57.476,400
2017-02-20,GUATAPE,57.47603,560
2017-02-20,GUATRON,139,512
2017-02-20,GUAVIO,115,1250
2017-02-20,JAGUAS,214,170
2017-02-20,LA TASAJERA,57.47604,306
2017-02-20,MIEL I,57.47607,396
2017-02-20,PAGUA,155,600
2017-02-20,PLAYAS,131,207
2017-02-20,PORCE II,173,405
2017-02-20,PORCE III,143,700
2017-02-20,PRADO,57.47601,51
2017-02-20,SALVAJINA,280,315
2017-02-20,SAN CARLOS,131.2,1240
2017-02-20,SOGAMOSO,188.9,819
2017-02-20,URRA,57.47605,338
2017-02-21,ALBAN,187.999,429
2017-02-21,BETANIA,140,540
2017-02-21,CALIMA,220,132
2017-02-21,CHIVOR,57.47603,1000
2017-02-21,EL QUIMBO,57.47602,400
2017-02-21,GUATAPE,57.47605,560
2017-02-21,GUATRON,139,512
2017-02-21,GUAVIO,57.47604,1250
2017-02-21,JAGUAS,145,170
2017-02-21,LA TASAJERA,191,306
2017-02-21,MIEL I,210,396
2017-02-21,PAGUA,180,600
2017-02-21,PLAYAS,137,207
2017-02-21,PORCE II,57.476,405
2017-02-21,PORCE III,181,700
2017-02-21,PRADO,57.47606,51
2017-02-21,SALVAJINA,280,315
2017-02-21,SAN CARLOS,131.2,1240
2017-02-21,SOGAMOSO,188.9,819
2017-02-21,URRA,57.47601,338
2017-02-22,ALBAN,180.999,429
2017-02-22,BETANIA,57.47603,540
2017-02-22,CALIMA,199.999,132
2017-02-22,CHIVOR,57.47605,1000
2017-02-22,EL QUIMBO,57.47601,400
2017-02-22,GUATAPE,57.47604,560
2017-02-22,GUATRON,167,512
2017-02-22,GUAVIO,140,1250
2017-02-22,JAGUAS,179,170
2017-02-22,LA TASAJERA,191,306
2017-02-22,MIEL I,210,396
2017-02-22,PAGUA,250,600
2017-02-22,PLAYAS,137,207
2017-02-22,PORCE II,211,405
2017-02-22,PORCE III,160,700
2017-02-22,PRADO,57.476,51
2017-02-22,SALVAJINA,280,315
2017-02-22,SAN CARLOS,141,1240
2017-02-22,SOGAMOSO,120,819
2017-02-22,URRA,57.47602,338
2017-02-23,ALBAN,180.999,429
2017-02-23,BETANIA,165,540
2017-02-23,CALIMA,205,132
2017-02-23,CHIVOR,57.47604,1000
2017-02-23,EL QUIMBO,57.47606,400
2017-02-23,GUATAPE,57.476,560
2017-02-23,GUATRON,173,512
2017-02-23,GUAVIO,57.47605,1250
2017-02-23,JAGUAS,175,170
2017-02-23,LA TASAJERA,169,306
2017-02-23,MIEL I,210,396
2017-02-23,PAGUA,252,600
2017-02-23,PLAYAS,145,207
2017-02-23,PORCE II,57.47601,405
2017-02-23,PORCE III,220,700
2017-02-23,PRADO,57.47603,51
2017-02-23,SALVAJINA,280,315
2017-02-23,SAN CARLOS,168,1240
2017-02-23,SOGAMOSO,120,819
2017-02-23,URRA,57.47602,338
2017-02-24,ALBAN,180.999,429
2017-02-24,BETANIA,351.1,540
2017-02-24,CALIMA,201,132
2017-02-24,CHIVOR,57.47605,1000
2017-02-24,EL QUIMBO,57.47602,400
2017-02-24,GUATAPE,57.47604,560
2017-02-24,GUATRON,207,512
2017-02-24,GUAVIO,154.5,1250
2017-02-24,JAGUAS,175,170
2017-02-24,LA TASAJERA,171,306
2017-02-24,MIEL I,210,396
2017-02-24,PAGUA,57.476,600
2017-02-24,PLAYAS,155,207
2017-02-24,PORCE II,220,405
2017-02-24,PORCE III,57.47606,700
2017-02-24,PRADO,57.47603,51
2017-02-24,SALVAJINA,280,315
2017-02-24,SAN CARLOS,169.5,1240
2017-02-24,SOGAMOSO,120,819
2017-02-24,URRA,57.47601,338
2017-02-25,ALBAN,201,429
2017-02-25,BETANIA,351.1,540
2017-02-25,CALIMA,205,132
2017-02-25,CHIVOR,57.47605,1000
2017-02-25,EL QUIMBO,57.47604,400
2017-02-25,GUATAPE,57.47603,560
2017-02-25,GUATRON,168,512
2017-02-25,GUAVIO,121.9,1250
2017-02-25,JAGUAS,57.47602,170
2017-02-25,LA TASAJERA,160.00001,306
2017-02-25,MIEL I,160,396
2017-02-25,PAGUA,57.476,600
2017-02-25,PLAYAS,155,207
2017-02-25,PORCE II,170,405
2017-02-25,PORCE III,220,700
2017-02-25,PRADO,57.47601,51
2017-02-25,SALVAJINA,280,315
2017-02-25,SAN CARLOS,210,1240
2017-02-25,SOGAMOSO,120,819
2017-02-25,URRA,57.47606,338
2017-02-26,ALBAN,201,429
2017-02-26,BETANIA,351.1,540
2017-02-26,CALIMA,205,132
2017-02-26,CHIVOR,57.47606,1000
2017-02-26,EL QUIMBO,57.47601,400
2017-02-26,GUATAPE,57.476,560
2017-02-26,GUATRON,160,512
2017-02-26,GUAVIO,129.8,1250
2017-02-26,JAGUAS,57.47604,170
2017-02-26,LA TASAJERA,157,306
2017-02-26,MIEL I,179.5,396
2017-02-26,PAGUA,57.47602,600
2017-02-26,PLAYAS,155,207
2017-02-26,PORCE II,57.47603,405
2017-02-26,PORCE III,220,700
2017-02-26,PRADO,120,51
2017-02-26,SALVAJINA,280,315
2017-02-26,SAN CARLOS,166.5,1240
2017-02-26,SOGAMOSO,120.00001,819
2017-02-26,URRA,57.47605,338
2017-02-27,ALBAN,162,429
2017-02-27,BETANIA,351.1,540
2017-02-27,CALIMA,205,132
2017-02-27,CHIVOR,57.47605,1000
2017-02-27,EL QUIMBO,57.47604,400
2017-02-27,GUATAPE,57.47606,560
2017-02-27,GUATRON,160,512
2017-02-27,GUAVIO,154.1,1250
2017-02-27,JAGUAS,192.5,170
2017-02-27,LA TASAJERA,167,306
2017-02-27,MIEL I,215.5,396
2017-02-27,PAGUA,57.47602,600
2017-02-27,PLAYAS,155,207
2017-02-27,PORCE II,220,405
2017-02-27,PORCE III,57.47603,700
2017-02-27,PRADO,120,51
2017-02-27,SALVAJINA,280,315
2017-02-27,SAN CARLOS,57.476,1240
2017-02-27,SOGAMOSO,156.5,819
2017-02-27,URRA,57.47601,338
2017-02-28,ALBAN,145,429
2017-02-28,BETANIA,57.47602,540
2017-02-28,CALIMA,205,132
2017-02-28,CHIVOR,57.47604,1000
2017-02-28,EL QUIMBO,57.47603,400
2017-02-28,GUATAPE,57.476,560
2017-02-28,GUATRON,160,512
2017-02-28,GUAVIO,129.1,1250
2017-02-28,JAGUAS,192.5,170
2017-02-28,LA TASAJERA,167,306
2017-02-28,MIEL I,215.5,396
2017-02-28,PAGUA,57.47606,600
2017-02-28,PLAYAS,155,207
2017-02-28,PORCE II,220,405
2017-02-28,PORCE III,57.47601,700
2017-02-28,PRADO,110,51
2017-02-28,SALVAJINA,280,315
2017-02-28,SAN CARLOS,57.47605,1240
2017-02-28,SOGAMOSO,156.5,819
2017-02-28,URRA,57.47607,338
2017-03-01,ALBAN,158,429
2017-03-01,BETANIA,55.92501,540
2017-03-01,CALIMA,205,132
2017-03-01,CHIVOR,55.92503,1000
2017-03-01,EL QUIMBO,55.92505,400
2017-03-01,GUATAPE,55.92506,560
2017-03-01,GUATRON,160,512
2017-03-01,GUAVIO,155.7,1250
2017-03-01,JAGUAS,55.925,170
2017-03-01,LA TASAJERA,167,306
2017-03-01,MIEL I,143.5,396
2017-03-01,PAGUA,55.92504,600
2017-03-01,PLAYAS,125,207
2017-03-01,PORCE II,220,405
2017-03-01,PORCE III,55.92502,700
2017-03-01,PRADO,100,51
2017-03-01,SALVAJINA,280,315
2017-03-01,SAN CARLOS,166.5,1240
2017-03-01,SOGAMOSO,120,819
2017-03-01,URRA,370,338
2017-03-02,ALBAN,156,429
2017-03-02,BETANIA,145.1,540
2017-03-02,CALIMA,205,132
2017-03-02,CHIVOR,55.925,1000
2017-03-02,EL QUIMBO,55.92503,400
2017-03-02,GUATAPE,55.92501,560
2017-03-02,GUATRON,160,512
2017-03-02,GUAVIO,157.25,1250
2017-03-02,JAGUAS,166.5,170
2017-03-02,LA TASAJERA,55.92504,306
2017-03-02,MIEL I,200.5,396
2017-03-02,PAGUA,55.92502,600
2017-03-02,PLAYAS,125,207
2017-03-02,PORCE II,153,405
2017-03-02,PORCE III,220,700
2017-03-02,PRADO,90,51
2017-03-02,SALVAJINA,280,315
2017-03-02,SAN CARLOS,145.5,1240
2017-03-02,SOGAMOSO,154.5,819
2017-03-02,URRA,370,338
2017-03-03,ALBAN,163,429
2017-03-03,BETANIA,158,540
2017-03-03,CALIMA,205,132
2017-03-03,CHIVOR,55.92505,1000
2017-03-03,EL QUIMBO,55.92504,400
2017-03-03,GUATAPE,55.92502,560
2017-03-03,GUATRON,140,512
2017-03-03,GUAVIO,149.9,1250
2017-03-03,JAGUAS,55.925,170
2017-03-03,LA TASAJERA,55.92501,306
2017-03-03,MIEL I,200.5,396
2017-03-03,PAGUA,55.92503,600
2017-03-03,PLAYAS,125,207
2017-03-03,PORCE II,190,405
2017-03-03,PORCE III,156.2,700
2017-03-03,PRADO,80,51
2017-03-03,SALVAJINA,280,315
2017-03-03,SAN CARLOS,155.5,1240
2017-03-03,SOGAMOSO,120,819
2017-03-03,URRA,370,338
2017-03-04,ALBAN,150,429
2017-03-04,BETANIA,55.925,540
2017-03-04,CALIMA,205,132
2017-03-04,CHIVOR,55.92503,1000
2017-03-04,EL QUIMBO,55.92506,400
2017-03-04,GUATAPE,55.92505,560
2017-03-04,GUATRON,170,512
2017-03-04,GUAVIO,144,1250
2017-03-04,JAGUAS,120,170
2017-03-04,LA TASAJERA,55.92502,306
2017-03-04,MIEL I,157.5,396
2017-03-04,PAGUA,55.92501,600
2017-03-04,PLAYAS,125,207
2017-03-04,PORCE II,190,405
2017-03-04,PORCE III,55.92504,700
2017-03-04,PRADO,70,51
2017-03-04,SALVAJINA,280,315
2017-03-04,SAN CARLOS,155.5,1240
2017-03-04,SOGAMOSO,149,819
2017-03-04,URRA,370,338
2017-03-05,ALBAN,154,429
2017-03-05,BETANIA,55.92501,540
2017-03-05,CALIMA,205,132
2017-03-05,CHIVOR,55.92504,1000
2017-03-05,EL QUIMBO,55.92505,400
2017-03-05,GUATAPE,55.925,560
2017-03-05,GUATRON,100,512
2017-03-05,GUAVIO,139,1250
2017-03-05,JAGUAS,160,170
2017-03-05,LA TASAJERA,55.92502,306
2017-03-05,MIEL I,143,396
2017-03-05,PAGUA,55.92503,600
2017-03-05,PLAYAS,125,207
2017-03-05,PORCE II,190,405
2017-03-05,PORCE III,195,700
2017-03-05,PRADO,65,51
2017-03-05,SALVAJINA,280,315
2017-03-05,SAN CARLOS,142,1240
2017-03-05,SOGAMOSO,120,819
2017-03-05,URRA,370,338
2017-03-06,ALBAN,156,429
2017-03-06,BETANIA,160,540
2017-03-06,CALIMA,190,132
2017-03-06,CHIVOR,55.92505,1000
2017-03-06,EL QUIMBO,80,400
2017-03-06,GUATAPE,55.925,560
2017-03-06,GUATRON,115,512
2017-03-06,GUAVIO,143,1250
2017-03-06,JAGUAS,55.92501,170
2017-03-06,LA TASAJERA,55.92502,306
2017-03-06,MIEL I,143.00001,396
2017-03-06,PAGUA,55.92504,600
2017-03-06,PLAYAS,125,207
2017-03-06,PORCE II,55.92503,405
2017-03-06,PORCE III,195,700
2017-03-06,PRADO,60,51
2017-03-06,SALVAJINA,280,315
2017-03-06,SAN CARLOS,112,1240
2017-03-06,SOGAMOSO,131,819
2017-03-06,URRA,370,338
2017-03-07,ALBAN,153,429
2017-03-07,BETANIA,130,540
2017-03-07,CALIMA,190.00001,132
2017-03-07,CHIVOR,55.92502,1000
2017-03-07,EL QUIMBO,80,400
2017-03-07,GUATAPE,55.92503,560
2017-03-07,GUATRON,150,512
2017-03-07,GUAVIO,55.92505,1250
2017-03-07,JAGUAS,143,170
2017-03-07,LA TASAJERA,55.92501,306
2017-03-07,MIEL I,55.92504,396
2017-03-07,PAGUA,55.925,600
2017-03-07,PLAYAS,100,207
2017-03-07,PORCE II,190,405
2017-03-07,PORCE III,119,700
2017-03-07,PRADO,60,51
2017-03-07,SALVAJINA,280,315
2017-03-07,SAN CARLOS,121,1240
2017-03-07,SOGAMOSO,120,819
2017-03-07,URRA,370,338
2017-03-08,ALBAN,55.92501,429
2017-03-08,BETANIA,126,540
2017-03-08,CALIMA,185,132
2017-03-08,CHIVOR,55.92504,1000
2017-03-08,EL QUIMBO,80,400
2017-03-08,GUATAPE,55.925,560
2017-03-08,GUATRON,122,512
2017-03-08,GUAVIO,55.92503,1250
2017-03-08,JAGUAS,143,170
2017-03-08,LA TASAJERA,55.92505,306
2017-03-08,MIEL I,144,396
2017-03-08,PAGUA,55.92502,600
2017-03-08,PLAYAS,100,207
2017-03-08,PORCE II,115,405
2017-03-08,PORCE III,190,700
2017-03-08,PRADO,60,51
2017-03-08,SALVAJINA,280,315
2017-03-08,SAN CARLOS,109.9,1240
2017-03-08,SOGAMOSO,115.5,819
2017-03-08,URRA,370,338
2017-03-09,ALBAN,55.92504,429
2017-03-09,BETANIA,115,540
2017-03-09,CALIMA,185,132
2017-03-09,CHIVOR,55.92507,1000
2017-03-09,EL QUIMBO,55.92503,400
2017-03-09,GUATAPE,55.925,560
2017-03-09,GUATRON,113.00001,512
2017-03-09,GUAVIO,55.92502,1250
2017-03-09,JAGUAS,55.92506,170
2017-03-09,LA TASAJERA,55.92501,306
2017-03-09,MIEL I,144,396
2017-03-09,PAGUA,55.92508,600
2017-03-09,PLAYAS,130,207
2017-03-09,PORCE II,190,405
2017-03-09,PORCE III,105,700
2017-03-09,PRADO,55.92505,51
2017-03-09,SALVAJINA,280,315
2017-03-09,SAN CARLOS,113,1240
2017-03-09,SOGAMOSO,120,819
2017-03-09,URRA,370,338
2017-03-10,ALBAN,55.92505,429
2017-03-10,BETANIA,55.92502,540
2017-03-10,CALIMA,185,132
2017-03-10,CHIVOR,55.92508,1000
2017-03-10,EL QUIMBO,55.92503,400
2017-03-10,GUATAPE,55.9251,560
2017-03-10,GUATRON,100,512
2017-03-10,GUAVIO,118,1250
2017-03-10,JAGUAS,143,170
2017-03-10,LA TASAJERA,55.92504,306
2017-03-10,MIEL I,144,396
2017-03-10,PAGUA,55.92506,600
2017-03-10,PLAYAS,55.925,207
2017-03-10,PORCE II,55.92507,405
2017-03-10,PORCE III,143.00001,700
2017-03-10,PRADO,55.92501,51
2017-03-10,SALVAJINA,280,315
2017-03-10,SAN CARLOS,55.92509,1240
2017-03-10,SOGAMOSO,130,819
2017-03-10,URRA,370,338
2017-03-11,ALBAN,55.92505,429
2017-03-11,BETANIA,55.92501,540
2017-03-11,CALIMA,185,132
2017-03-11,CHIVOR,55.92502,1000
2017-03-11,EL QUIMBO,90,400
2017-03-11,GUATAPE,55.92504,560
2017-03-11,GUATRON,55.92506,512
2017-03-11,GUAVIO,128,1250
2017-03-11,JAGUAS,143,170
2017-03-11,LA TASAJERA,55.92507,306
2017-03-11,MIEL I,57,396
2017-03-11,PAGUA,55.92508,600
2017-03-11,PLAYAS,55.925,207
2017-03-11,PORCE II,170,405
2017-03-11,PORCE III,140,700
2017-03-11,PRADO,55.92503,51
2017-03-11,SALVAJINA,280,315
2017-03-11,SAN CARLOS,56,1240
2017-03-11,SOGAMOSO,144,819
2017-03-11,URRA,370,338
2017-03-12,ALBAN,55.92506,429
2017-03-12,BETANIA,55.925,540
2017-03-12,CALIMA,185,132
2017-03-12,CHIVOR,55.92505,1000
2017-03-12,EL QUIMBO,55.92502,400
2017-03-12,GUATAPE,55.92507,560
2017-03-12,GUATRON,55.92503,512
2017-03-12,GUAVIO,135.35,1250
2017-03-12,JAGUAS,71.05,170
2017-03-12,LA TASAJERA,55.92501,306
2017-03-12,MIEL I,71,396
2017-03-12,PAGUA,55.92508,600
2017-03-12,PLAYAS,55.92504,207
2017-03-12,PORCE II,145,405
2017-03-12,PORCE III,140,700
2017-03-12,PRADO,55.92509,51
2017-03-12,SALVAJINA,280,315
2017-03-12,SAN CARLOS,150,1240
2017-03-12,SOGAMOSO,56,819
2017-03-12,URRA,370,338
2017-03-13,ALBAN,55.92506,429
2017-03-13,BETANIA,55.92504,540
2017-03-13,CALIMA,185,132
2017-03-13,CHIVOR,55.92501,1000
2017-03-13,EL QUIMBO,55.92507,400
