0.96,396.00,57.08
0.81,512.00,160.00
0.90,560.00,57.08
1.09,207.00,57.08
0.67,405.00,74.00
0.71,700.00,78.00
0.70,1240.00,85.00
0.79,306.00,57.08
0.93,170.00,57.08
0.96,338.00,57.08
0.51,600.00,200.00
0.76,540.00,90.00
0.62,400.00,200.00
0.99,51.00,120.00
0.92,819.00,65.00
0.84,1000.00,57.08
0.76,1250.00,57.08
0.46,429.00,100.00
0.61,132.00,294.50
0.82,315.00,294.00

