Volumen Util,Capacidad Efectiva Neta (MW),Precio de Oferta Declarado $/kWh
0.6850995983719238,1000,57.24602
0.6397108124365916,400,57.24606
0.8369740048940041,560,57.24605
0.8288000520697735,512,95.0
0.6399148919893279,1250,57.24603000000001
0.9221638173606675,170,191.0
0.7582452416204356,306,57.24601
0.8545406898793321,396,192.0
0.4907050003123893,600,119.75
1.0018131811105346,207,57.24604
0.7659835561702782,405,196.0
0.6031383749680279,700,197.0
1.0018898601398605,51,57.246
0.8884693283668956,315,195.0
0.4341707616707616,1240,61.0
0.8612066181600717,819,99.0
0.8478018302303567,338,57.205
0.4095851409978308,429,170.0
0.7964824322156265,540,99.1
0.6787652045705861,132,220.0
0.6817570105213976,1000,57.24602
0.6304055449313618,400,57.246
0.8334204086836698,560,57.24606
0.8075105441291329,512,57.24603000000001
0.6392556396010443,1250,146.5
0.9177361613582086,170,106.0
0.7647198487308015,306,198.0
0.8259147604924227,396,61.00001
0.4884605243976092,600,57.24605
1.0426466009340944,207,57.24604
0.7076179499001076,405,106.00001
0.7193136669792821,700,197.0
1.0018898601398605,51,57.24601
0.8695111162844839,315,195.0
0.7369717444717444,1240,188.0
0.8486076946077943,819,105.0
0.8440889870621648,338,57.205
0.3731399132321041,429,140.0
0.7644095940959409,540,80.0
0.6809371544415777,132,220.0
0.6731078106328113,1000,57.24606
0.6276704285291028,400,57.24607
0.8309429539581116,560,57.24605
0.8340328039573027,512,195.00001
0.6308521320034808,1250,57.24601
0.9708072639568702,170,203.0
0.7533764426764659,306,57.24603000000001
0.8302299597773535,396,202.0
0.4863916737822021,600,140.1
1.039995848469123,207,57.24604
0.6075580144459813,405,57.24602
0.7201270355529029,700,100.0
1.0018898601398605,51,57.246
0.8503777208706786,315,195.0
0.9421775184275184,1240,106.5
0.8486076946077943,819,168.0
0.8424525086778165,338,57.205
0.3898562906724512,429,120.0
0.7297681694208247,540,57.24606
0.683085145595282,132,220.0
0.6670085447047089,1000,57.24602
0.6238648422980579,400,57.24604
0.8270502591664499,560,57.24603000000001
0.8540577974485811,512,195.00001
0.6249814005527239,1250,114.3
0.9858991274739304,170,191.0
0.7506874899659287,306,57.24601
0.835584853532686,396,190.0
0.4845629256305059,600,82.0
0.9825697976128698,207,57.246
0.6810919010296604,405,196.0
0.6030326541052092,700,75.0
1.0018898601398605,51,57.24605
0.8295413805144921,315,195.0
0.7952027027027027,1240,61.0
0.8488460081730291,819,138.0
0.8390659514042285,338,57.205
0.3483975054229935,429,110.0
0.7832536499278037,540,125.3
0.6848032620715077,132,220.0
0.6597721412077594,1000,57.47608
0.6126209138003789,400,57.47603
0.827137032115063,560,57.47604000000001
0.8272611299140847,512,57.47602
0.6188826943857402,1250,81.0
0.998496370386134,170,191.0
0.7473522538753812,306,57.47601
0.8496607483849998,396,190.0
0.4841434491950768,600,57.47606
0.9041608718214842,207,57.476000000000006
0.7445527893038267,405,196.0
0.5498883110239576,700,75.0
0.9935751748251748,51,57.47606999999999
0.8080043068327319,315,195.0
0.6668611793611794,1240,57.47609
0.8505076248380345,819,119.0
0.8339854843799307,338,57.47605
0.3828362255965293,429,123.0
0.8394545162842934,540,140.0
0.6869752119424991,132,220.0
0.6552235010826887,1000,57.47603
0.5997671057002542,400,57.47602
0.8233061743893528,560,57.47609
0.8017784431137724,512,57.47605
0.610247243552351,1250,80.5
0.9701834905771912,170,57.47604000000001
0.7438996414491874,306,57.476000000000006
0.8481018161134359,396,79.0
0.4786970447966346,600,57.47608
1.0027441619097044,207,57.47606
0.6733287229137852,405,75.0
0.6758905277517264,700,196.0
0.9797342657342656,51,57.47601
0.7855284600162962,315,201.0
0.5042797911547912,1240,74.8
0.8474229044154291,819,109.0
0.8288646260650048,338,57.47606999999999
0.4105883947939262,429,121.0
0.8325477298251244,540,57.47604000000001
0.6886937891632878,132,220.0
0.6453164955030234,1000,57.47605
0.5868964185992225,400,57.47606999999999
0.8215647818048969,560,57.47603
0.7938250455610518,512,110.0
0.6002855421571534,1250,80.0
0.9514121207821994,170,81.0
0.8008421484507393,306,57.476000000000006
0.8429955714459839,396,105.0
0.4795027594393652,600,197.0
1.0143985469641932,207,57.47601
0.7282626402335947,405,196.0
0.5571233694262085,700,75.0
0.9650437062937062,51,57.47602
0.7630526131998603,315,201.0
0.33401259213759216,1240,74.1
0.8457649755805842,819,120.0
0.8234427264121175,338,57.47606
0.4808026030368763,429,180.0
0.821901171185625,540,57.47603
0.6904358643568007,132,220.0
0.6352199969451109,1000,57.47606
0.5727488530359757,400,57.476000000000006
0.8197375970341746,560,57.47604000000001
0.8061213225722467,512,110.0
0.5884085758274125,1250,80.0
0.9278390201224846,170,105.0
0.7966310494300647,306,57.47601
0.829981310689473,396,80.5
0.4793357352604287,600,197.0
1.026762843798651,207,57.47602
0.5906208698324882,405,75.0
0.7022516838605166,700,196.0
0.9513216783216782,51,57.47606999999999
0.7473256896752415,315,201.0
0.3747742628992629,1240,109.5
0.8329999003289146,819,69.5
0.8183950773114548,338,57.47605
0.5463367678958785,429,180.0
0.7723415690678647,540,57.47604000000001
0.6917245669001106,132,220.0
0.6253474037934535,1000,57.47602
0.5706837791005647,400,140.0
0.8198622764474827,560,57.47601
0.8161046602447279,512,100.0
0.5765433238025112,1250,80.0
0.8984034428128916,170,79.5
0.7789828573467239,306,57.47603
0.8162897655710397,396,57.47606999999999
0.4800854697294709,600,197.0
1.0126995329527764,207,57.47605
0.6587144613493162,405,196.0
0.6436891465598089,700,82.0
0.9331118881118878,51,57.47606
0.7367401932254685,315,201.0
0.3163098894348894,1240,80.5
0.8325302501744244,819,109.5
0.8136648785105711,338,57.476000000000006
0.605851409978308,429,170.0
0.7139314936627628,540,57.476000000000006
0.6934671028381865,132,220.0
0.6212467541802564,1000,57.47601
0.568631364415834,400,140.0
0.8678982017722375,560,57.47603
0.7902642541004946,512,69.0
0.5680134451531466,1250,95.0
0.8860556619611737,170,100.5
0.7691289534240711,306,57.47602
0.8051960346158534,396,82.5
0.4766965241476977,600,57.47605
1.0242740010378828,207,57.47606
0.7330344244659598,405,196.0
0.5424733566373945,700,82.0
0.9176888111888112,51,57.47604000000001
0.7247543941333954,315,201.0
0.437664312039312,1240,113.0
0.818179507624838,819,80.5
0.8078434837488168,338,57.47606999999999
0.5399837310195228,429,149.999
0.6843077169902134,540,57.47602
0.6947797640987836,132,220.0
0.6166809527660224,1000,57.476000000000006
0.5640208832745262,400,150.0
0.8628715005173522,560,57.47606
0.7673025253840144,512,69.0
0.5576048310749429,1250,80.0
0.8878640845569978,170,190.0
0.7590351237089494,306,57.47605
0.7911652378824199,396,96.5
0.4731680654768104,600,57.47606999999999
0.9937602490918528,207,57.47604000000001
0.6373297986783464,405,102.0
0.6751897007417511,700,196.0
0.899618881118881,51,57.47603
0.7142963566523106,315,201.0
0.4041231572481572,1240,115.5
0.8069422904415429,819,119.5
0.8030242978857685,338,57.47601
0.30660249457700645,429,113.0
0.6194569228300979,540,57.47603
0.6956390527091781,132,220.0
0.6066877813418151,1000,57.47604000000001
0.5612014616496531,400,150.0
0.8577351009940026,560,57.47606999999999
0.7558799791720906,512,118.0
0.5495999923498417,1250,115.0
0.8574308954623915,170,96.5
0.7496608929877451,306,57.47602
0.7946446999553082,396,140.5
0.4705762958952038,600,57.476000000000006
1.0450337311883755,207,57.47606
0.6985139080989704,405,196.0
0.5532875777986188,700,109.0
0.881645104895105,51,57.47601
0.696165754859737,315,201.0
0.4826182432432432,1240,125.5
0.7917932821688428,819,110.5
0.7979028084569265,338,57.47605
0.18790672451193055,429,123.999
0.5862393710893631,540,57.47606999999999
0.6969517139697752,132,220.0
0.6020185629441943,1000,57.476000000000006
0.5458359145635252,400,57.47602
0.8541735115705438,560,57.47601
0.7658135902108826,512,124.0
0.5411834316697426,1250,109.0
0.8652888321392258,170,180.5
0.7317445905207014,306,57.47608
0.8127424531751514,396,130.5
0.4674046900056231,600,57.47606
0.9650264660093408,207,57.47603
0.6381842631012755,405,116.0
0.6530411799812431,700,205.0
0.8664580419580419,51,57.47605
0.6799295774647888,315,201.0
0.3083906633906633,1240,57.47604000000001
0.7825102162862554,819,125.5
0.7924727043231304,338,57.47609
0.04580531453362256,429,114.999
0.6450352960051341,540,300.0
0.6995530777736823,132,220.0
0.5956608893321473,1000,57.47601
0.5307948393352547,400,57.47604000000001
0.8494709522712004,560,57.47605
0.7378685238219214,512,105.0
0.5350977307718053,1250,132.0
0.8347307937859119,170,115.5
0.7196687418612533,306,57.47602
0.7876634298947711,396,123.9
0.4654127079992503,600,57.476000000000006
1.0157145822522056,207,57.47606
0.5335607806977103,405,116.0
0.8116523147753432,700,205.0
0.8495472027972027,51,57.47606999999999
0.6717320451635432,315,219.999
0.474465601965602,1240,159.999
0.7672636300209309,819,100.5
0.7869529820132535,338,57.47603
0.10966919739696313,429,350.0
0.6796630835873576,540,160.0
0.7004358643568007,132,220.0
0.5859950402975821,1000,57.47604000000001
0.5163649096344978,400,57.47603
0.8479230395786646,560,57.47601
0.7413959906274407,512,160.00001
0.5303513813317012,1250,129.0
0.8389089877278854,170,160.5
0.7143645088210635,306,57.476000000000006
0.7881603217811726,396,160.9
0.4619003686194473,600,300.0
0.943133367929424,207,57.47605
0.5914645766098049,405,205.0
0.6824699462869809,700,116.0
0.8301083916083916,51,57.47602
0.6672116168082878,315,280.0
0.4625859950859951,1240,129.999
0.7516449715937407,819,115.5
0.7842991479962134,338,380.0
0.19960954446854665,429,340.0
0.689630996309963,540,57.476000000000006
0.7021784002948765,132,220.0
0.5780867408825036,1000,57.47606
0.5021413885671704,400,57.47601
0.8474074037749543,560,57.47603
0.7177188232231189,512,127.0
0.5241001979478451,1250,124.0
0.8288063654205385,170,138.5
0.6989170338393478,306,57.47606999999999
0.7941478080689067,396,160.9
0.4641002145073619,600,57.47602
0.905658536585366,207,57.47605
0.6595689257722454,405,205.0
0.7001261829652997,700,150.0
0.8125139860139861,51,57.47604000000001
0.6731329298102666,315,280.0
0.5690325552825553,1240,139.999
0.7361166151699392,819,115.5
0.7810747869990534,338,380.0
0.1955965292841648,429,200.0
0.6956593935504573,540,57.47603
0.7034910615554737,132,220.0
0.5756745464837326,1000,57.476000000000006
0.4921955270647598,400,57.47606999999999
0.8436862443177081,560,57.47605
0.6987669877636032,512,150.0
0.518239889837721,1250,57.47602
0.8188281194580407,170,190.5
0.6832296330651635,306,57.47606
0.7966558322837526,396,200.9
0.4665448695253765,600,300.0
0.8792319667877531,207,57.47601
0.7216313201167974,405,205.0
0.5998218091908943,700,127.0
0.8028758741258741,51,57.47604000000001
0.672575951577232,315,280.0
